id,name,code,binning project,project group,taxonomy,description,bin length,GC%,coverage,# contigs,# features,longest contig,RP Inventory (total: 55),RP multiple,BSCG Inventory (total: 51),BSCG multiple,ASCG Inventory (total: 38),ASCG multiple,curation status,completion status
461556,H3-16-all-fractions_metab_34,wsip-metawrap-drep-bins_Actinobacteria_73_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4341988,73.34,0.65,1255,5178,20450,25,0,26,3,10,5,Uncurated genome,partial
461557,H3-16-all-fractions_metab_conc_36,wsip-metawrap-drep-bins_Acidobacteriales_61_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteriales, Acidobacteriia, Acidobacteria, Bacteria",,3547318,60.87,1.22,275,3334,68983,25,0,28,1,11,0,Uncurated genome,partial
461558,H3-16-all-fractions_metab_conc_38,wsip-metawrap-drep-bins_Acidobacteria_65_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,5540439,65.19,2.75,593,4796,51490,39,3,42,5,11,2,Uncurated genome,near complete
461559,H3-16-all-fractions_metab_maxbC_4,wsip-metawrap-drep-bins_Bacteria_48_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3187957,48.04,0.5,306,3545,69700,49,0,50,1,13,1,Uncurated genome,near complete
461560,H3-16-all-fractions_metab_conc_40,wsip-metawrap-drep-bins_Bacteroidetes_44_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Bacteroidetes, Bacteria",,3427492,43.81,0.34,325,2977,75062,45,0,48,0,14,1,Uncurated genome,near complete
461561,H3-16-all-fractions_metab_43,wsip-metawrap-drep-bins_Acidobacteria_54_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,3584057,53.9,0.58,488,3714,37546,17,2,19,1,9,1,Uncurated genome,partial
461562,H3-16-all-fractions_metab_44,wsip-metawrap-drep-bins_Cytophagales_44_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Cytophagales, Cytophagia, Bacteroidetes, Bacteria",,3847932,43.8,0.3,644,3877,33989,51,2,49,4,14,0,Uncurated genome,near complete
461563,H3-16-all-fractions_metab_conc_46,wsip-metawrap-drep-bins_Alphaproteobacteria_61_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,2751247,61.1,1.39,112,2872,117209,36,5,38,7,11,1,Uncurated genome,partial
461564,H3-16-all-fractions_metab_47,wsip-metawrap-drep-bins_Bacteria_61_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6372060,61.19,2.44,44,5059,583590,42,2,45,1,13,0,Uncurated genome,near complete
461565,H3-16-all-fractions_conc_58,wsip-metawrap-drep-bins_Chloroflexi_52_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Chloroflexi, Bacteria",,8127148,52.2,1.64,1791,8767,35258,50,7,46,9,13,3,Uncurated genome,near complete
461566,H3-16-all-fractions_metab_conc_6,wsip-metawrap-drep-bins_RIF_CHLX_71_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"RIF-CHLX, Bacteria",,2561237,71.25,1.42,237,2603,89352,17,0,21,1,9,1,Uncurated genome,partial
461567,H3-16-all-fractions_metab_conc_60,wsip-metawrap-drep-bins_Gemmatimonadetes_63_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,5396092,62.92,1.7,28,4836,675798,29,0,27,1,11,0,Uncurated genome,partial
461568,H3-16-all-fractions_metab_conc_62,wsip-metawrap-drep-bins_Actinobacteria_71_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3476950,70.81,4.9,627,4064,33697,41,0,41,3,12,1,Uncurated genome,near complete
461569,H3-16-all-fractions_metab_64,wsip-metawrap-drep-bins_Bacteria_55_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,4186398,55.46,0.38,1140,4554,17372,45,6,42,10,9,2,Uncurated genome,near complete
461570,H3-16-all-fractions_metab_67,wsip-metawrap-drep-bins_RIF_CHLX_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"RIF-CHLX, Bacteria",,3267918,70.48,1.09,609,3576,58875,35,7,36,10,10,3,Uncurated genome,partial
461571,H3-16-all-fractions_metab_maxb_73,wsip-metawrap-drep-bins_Sphingobacteriales_41_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingobacteriales, Sphingobacteriia, Bacteroidetes, Bacteria",,3295170,40.86,0.28,636,3269,26632,20,0,26,3,11,1,Uncurated genome,partial
461572,H3-16-all-fractions_metab_76,wsip-metawrap-drep-bins_Alphaproteobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,6587199,68.52,1.38,1660,7639,30392,38,5,43,8,11,1,Uncurated genome,near complete
461573,H3-16-all-fractions_metab_conc_77,wsip-metawrap-drep-bins_Bacteria_60_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,2540154,60.46,0.77,140,2410,71469,43,3,43,2,11,0,Uncurated genome,near complete
461574,H3-16-all-fractions_metab_conc_78,wsip-metawrap-drep-bins_Burkholderia_graminis_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderia graminis, Burkholderia, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,6001523,63.38,1.22,659,5811,49407,19,1,22,2,12,0,Uncurated genome,partial
461575,H3-16-all-fractions_metab_conc_83,wsip-metawrap-drep-bins_Actinobacteria_70_6,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3844459,69.64,6.48,627,4395,29600,35,6,34,7,10,1,Uncurated genome,partial
461576,H3-16-all-fractions_metab_conc_87,wsip-metawrap-drep-bins_Propionibacteriales_68_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,2751964,67.66,1.78,35,2797,469854,49,3,47,1,14,1,Uncurated genome,near complete
461577,H3-16-all-fractions_metab_conc_90,wsip-metawrap-drep-bins_Bacteria_60_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,5879557,59.61,1.06,133,4805,256724,50,3,51,5,12,1,Uncurated genome,near complete
461578,H3-16-all-fractions_metab_conc_98,wsip-metawrap-drep-bins_Alphaproteobacteria_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,5586349,62.91,1.32,579,5833,58901,41,2,48,0,10,0,Uncurated genome,near complete
461579,H3-18-all-fractions_metab_conc_100,wsip-metawrap-drep-bins_Actinobacteria_71_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3567183,70.82,4.08,652,4164,73190,48,1,47,5,12,2,Uncurated genome,near complete
461580,H3-18-all-fractions_conc_114,wsip-metawrap-drep-bins_Actinobacteria_73_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,6661699,72.54,2.24,1493,7416,25389,37,3,42,8,12,5,Uncurated genome,near complete
461581,H3-18-all-fractions_metab_conc_14,wsip-metawrap-drep-bins_Acidobacteria_55_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,5503077,54.81,2.16,10,4795,932911,52,2,51,0,13,0,Uncurated genome,near complete
461582,H3-18-all-fractions_conc_15,wsip-metawrap-drep-bins_Actinobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,6219017,69.28,1.32,828,6738,82885,38,20,35,17,8,1,Uncurated genome,partial
461583,H3-18-all-fractions_metab_conc_20,wsip-metawrap-drep-bins_Propionibacteriales_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,3316659,69.98,2.44,452,3661,78282,29,6,29,4,9,2,Uncurated genome,partial
461584,H3-18-all-fractions_metab_conc_21,wsip-metawrap-drep-bins_Bacteria_57_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6966102,56.85,1.16,169,6108,201665,47,1,47,1,14,1,Uncurated genome,near complete
461585,H3-18-all-fractions_metab_conc_25,wsip-metawrap-drep-bins_Acidobacteria_57_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,7713691,57.33,1.54,322,6769,206633,47,21,48,17,11,0,Uncurated genome,megabin
461586,H3-18-all-fractions_metab_conc_26,wsip-metawrap-drep-bins_Propionibacteriales_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,3144567,70.89,1.84,287,3369,61381,27,0,26,2,10,0,Uncurated genome,partial
461587,H3-18-all-fractions_metab_conc_30,wsip-metawrap-drep-bins_Actinobacteria_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2833654,69.37,2.49,149,3082,91056,46,0,51,1,14,1,Uncurated genome,near complete
461588,H3-18-all-fractions_metab_conc_35,wsip-metawrap-drep-bins_Alphaproteobacteria_63_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,5793826,62.85,2.04,671,6149,46439,45,4,51,3,10,2,Uncurated genome,near complete
461589,H3-18-all-fractions_metab_conc_37,wsip-metawrap-drep-bins_Alphaproteobacteria_64_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,10717322,64.43,2.36,1617,11668,33587,44,5,43,8,9,4,Uncurated genome,near complete
461590,H3-18-all-fractions_metab_conc_4,wsip-metawrap-drep-bins_Bradyrhizobium_62_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Bradyrhizobium, Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",,3842767,62.39,4.27,516,3999,28914,29,5,29,4,9,1,Uncurated genome,partial
461591,H3-18-all-fractions_metab_conc_49,wsip-metawrap-drep-bins_Actinobacteria_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4114958,70.2,1.72,367,4436,74509,47,7,48,6,12,2,Uncurated genome,near complete
461592,H3-18-all-fractions_metab_maxbC_50,wsip-metawrap-drep-bins_Actinobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2112313,68.68,0.85,286,2300,42617,46,1,46,1,12,1,Uncurated genome,near complete
461593,H3-18-all-fractions_metab_conc_51,wsip-metawrap-drep-bins_Bacteria_65_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6078930,65.35,3.42,736,5319,45207,50,6,50,10,13,3,Uncurated genome,near complete
461594,H3-18-all-fractions_metab_conc_55,wsip-metawrap-drep-bins_Sphingomonadales_70_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,2774832,69.66,4.06,347,2966,41553,33,1,35,3,10,0,Uncurated genome,partial
461595,H3-18-all-fractions_metab_conc_57,wsip-metawrap-drep-bins_Acidobacteria_56_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,5287506,55.83,3.2,35,4645,366206,51,1,51,1,13,1,Uncurated genome,near complete
461596,H3-18-all-fractions_metab_conc_6,wsip-metawrap-drep-bins_Bacteria_64_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6297622,64.25,5.12,409,5331,212392,50,0,50,3,14,0,Uncurated genome,near complete
461597,H3-18-all-fractions_metab_conc_69,wsip-metawrap-drep-bins_Acidobacteria_55_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,5246676,55.48,0.76,228,5035,183008,49,3,50,2,12,1,Uncurated genome,near complete
461598,H3-18-all-fractions_metab_conc_70,wsip-metawrap-drep-bins_Bacteria_59_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,2503340,59.24,0.79,406,2666,20838,43,1,46,2,13,1,Uncurated genome,near complete
461599,H3-18-all-fractions_metab_conc_75,wsip-metawrap-drep-bins_Burkholderiales_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,3655309,68.61,2.17,973,4374,14133,37,5,36,8,11,1,Uncurated genome,partial
461600,H3-18-all-fractions_metab_8,wsip-metawrap-drep-bins_Gemmatimonadetes_73_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,4805680,73.17,6.67,385,4518,131585,47,3,49,2,15,0,Uncurated genome,near complete
461601,H3-18-all-fractions_metab_maxbC_83,wsip-metawrap-drep-bins_Verrucomicrobia_60_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Verrucomicrobia, Bacteria",,2453219,60.35,1.05,475,2670,25204,45,5,42,4,12,2,Uncurated genome,near complete
461602,H3-18-all-fractions_metab_conc_87,wsip-metawrap-drep-bins_Bacteria_55_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,2754180,55.02,1.46,326,2996,33434,45,3,45,2,12,0,Uncurated genome,near complete
461603,S1-16-all-fractions_metab_10,wsip-metawrap-drep-bins_Gemmatimonadetes_74_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,5042567,73.59,4.17,870,5078,35622,21,4,26,4,11,3,Uncurated genome,partial
461604,S1-16-all-fractions_metab_12,wsip-metawrap-drep-bins_Actinobacteria_68_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4742721,67.68,2.19,421,4737,144250,43,2,44,4,13,1,Uncurated genome,near complete
461605,S1-16-all-fractions_metab_13,wsip-metawrap-drep-bins_Geodermatophilus_obscurus_74_9,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Geodermatophilus obscurus, Geodermatophilus, Geodermatophilales, Actinobacteria, Actinobacteria, Bacteria",,5808445,74.29,9.3,1067,6411,32324,26,3,28,9,11,3,Uncurated genome,partial
461606,S1-16-all-fractions_metab_14,wsip-metawrap-drep-bins_Solirubrobacterales_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2053224,68.87,2.58,253,2320,45882,40,0,45,2,13,1,Uncurated genome,near complete
461607,S1-16-all-fractions_metab_16,wsip-metawrap-drep-bins_Actinoplanes_72_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinoplanes, Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",,6790963,72.36,4.55,1426,7622,28754,32,10,34,18,14,5,Uncurated genome,partial
461608,S1-16-all-fractions_metab_18,wsip-metawrap-drep-bins_Bacteria_68_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,8946413,67.67,1.97,185,6961,210727,30,0,30,1,12,1,Uncurated genome,partial
461609,S1-16-all-fractions_metab_19,wsip-metawrap-drep-bins_Micrococcales_70_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Micrococcales, Actinobacteria, Actinobacteria, Bacteria",,5515310,70.37,2.6,1793,6603,32503,27,5,28,12,11,8,Uncurated genome,partial
461610,S1-16-all-fractions_metab_20,wsip-metawrap-drep-bins_RIF_CHLX_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"RIF-CHLX, Bacteria",,3604311,69.32,1.86,347,3811,98467,41,1,44,3,14,1,Uncurated genome,near complete
461611,S1-16-all-fractions_metab_27,wsip-metawrap-drep-bins_Bacteria_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,9656354,69.17,1.72,2604,10228,28180,24,6,26,7,8,2,Uncurated genome,partial
461612,S1-16-all-fractions_metab_maxb_45,wsip-metawrap-drep-bins_Bacteria_67_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6144084,66.7,1.81,588,5928,60407,21,1,25,4,11,1,Uncurated genome,partial
461613,S1-16-all-fractions_maxb_47,wsip-metawrap-drep-bins_Chloroflexi_52_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Chloroflexi, Bacteria",,6082744,51.88,0.22,1787,6771,39961,42,9,40,13,10,4,Uncurated genome,partial
461614,S1-16-all-fractions_metab_48,wsip-metawrap-drep-bins_Actinobacteria_70_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2802779,70.28,3.71,23,2905,428308,51,0,51,2,15,1,Uncurated genome,near complete
461615,S1-16-all-fractions_metab_49,wsip-metawrap-drep-bins_Actinobacteria_68_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2248061,67.98,2.57,277,2687,55852,17,1,22,6,7,1,Uncurated genome,partial
461616,S1-16-all-fractions_metab_51,wsip-metawrap-drep-bins_Propionibacteriales_71_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,3629442,70.88,3.13,204,3749,146807,26,2,25,3,11,2,Uncurated genome,partial
461617,S1-16-all-fractions_metab_52,wsip-metawrap-drep-bins_Nocardioides_71_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nocardioides, Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,4598808,71.25,3.31,724,4999,36254,43,4,42,10,14,2,Uncurated genome,near complete
461618,S1-16-all-fractions_metab_57,wsip-metawrap-drep-bins_Arthrobacter_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Arthrobacter, Micrococcales, Actinobacteria, Actinobacteria, Bacteria",,3031505,62.92,0.76,701,3343,24371,23,1,26,1,11,4,Uncurated genome,partial
461619,S1-16-all-fractions_metab_63,wsip-metawrap-drep-bins_Actinobacteria_67_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,5214555,67.26,3.67,815,5592,53302,51,15,49,15,14,2,Uncurated genome,megabin
461620,S1-16-all-fractions_metab_64,wsip-metawrap-drep-bins_Burkholderiales_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,5733440,69.39,0.97,1563,6554,22281,24,6,25,8,11,1,Uncurated genome,partial
461621,S1-16-all-fractions_metab_65,wsip-metawrap-drep-bins_Bacteria_60_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6264563,60.45,1.25,1389,7045,46069,48,4,48,6,13,3,Uncurated genome,near complete
461622,S1-16-all-fractions_metab_69,wsip-metawrap-drep-bins_Gemmatimonadetes_73_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,5661677,73.08,5.07,1065,5852,35250,47,24,47,27,12,5,Uncurated genome,megabin
461623,S1-16-all-fractions_metab_72,wsip-metawrap-drep-bins_Actinobacteria_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2696027,71.82,1.74,230,2878,83781,18,2,20,3,10,3,Uncurated genome,partial
461624,S1-16-all-fractions_metab_75,wsip-metawrap-drep-bins_Acidobacteria_67_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,4868231,67.39,4.47,755,4724,62691,46,1,46,5,12,0,Uncurated genome,near complete
461625,S1-16-all-fractions_metab_76,wsip-metawrap-drep-bins_Pseudonocardiales_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",,5131591,71.96,2.14,878,5609,37884,22,3,27,2,13,2,Uncurated genome,partial
461626,S1-18-all-fractions_metab_conc_1,wsip-metawrap-drep-bins_Actinobacteria_71_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4040943,71.24,0.4,276,3790,71458,33,0,38,4,13,4,Uncurated genome,partial
461627,S1-18-all-fractions_metab_maxb_100,wsip-metawrap-drep-bins_Nitrososphaera_30_6,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nitrososphaera, Nitrososphaerales, Nitrososphaeria, Thaumarchaeota, Archaea",,1648232,30.03,6.27,352,1946,21789,30,0,19,1,31,0,Uncurated genome,near complete
461628,S1-18-all-fractions_metab_101,wsip-metawrap-drep-bins_Actinoplanes_72_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinoplanes, Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",,6859037,72.43,4.77,1399,7650,31303,47,3,47,6,14,7,Uncurated genome,near complete
461629,S1-18-all-fractions_metab_21,wsip-metawrap-drep-bins_Pseudonocardiales_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",,5337284,71.91,2.36,785,5683,50989,25,2,26,1,12,1,Uncurated genome,partial
461630,S1-18-all-fractions_metab_22,wsip-metawrap-drep-bins_Actinobacteria_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4325643,69.04,1.75,414,4497,114780,46,18,47,20,13,3,Uncurated genome,megabin
461631,S1-18-all-fractions_metab_conc_26,wsip-metawrap-drep-bins_Acidobacteria_62_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,4384226,62.43,1.45,224,4178,151729,48,1,49,3,11,0,Uncurated genome,near complete
461632,S1-18-all-fractions_metab_28,wsip-metawrap-drep-bins_Microvirga_lotononidis_64_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Microvirga lotononidis, Microvirga, Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",,4117011,63.52,3.96,1046,4756,22055,26,3,25,6,9,0,Uncurated genome,partial
461633,S1-18-all-fractions_metab_maxbC_34,wsip-metawrap-drep-bins_Arthrobacter_62_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Arthrobacter, Micrococcales, Actinobacteria, Actinobacteria, Bacteria",,3825685,62.29,1.82,493,3921,38561,42,4,43,3,12,1,Uncurated genome,near complete
461634,S1-18-all-fractions_conc_37,wsip-metawrap-drep-bins_Bacteria_55_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,7051422,54.87,1.47,467,6133,90432,34,1,37,3,13,1,Uncurated genome,partial
461635,S1-18-all-fractions_metab_38,wsip-metawrap-drep-bins_Solirubrobacterales_69_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2474069,68.58,3.87,39,2494,291816,48,0,51,2,13,0,Uncurated genome,near complete
461636,S1-18-all-fractions_metab_conc_39,wsip-metawrap-drep-bins_Actinobacteria_64_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3752907,63.77,3.24,704,4272,28040,39,4,38,8,10,3,Uncurated genome,partial
461637,S1-18-all-fractions_metab_40,wsip-metawrap-drep-bins_Actinobacteria_68_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2694660,67.83,0.73,584,3196,26519,43,9,50,12,13,4,Uncurated genome,megabin
461638,S1-18-all-fractions_metab_42,wsip-metawrap-drep-bins_Acidobacteria_67_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,5076810,67.22,4.87,752,4841,63052,46,4,46,5,12,2,Uncurated genome,near complete
461639,S1-18-all-fractions_metab_49,wsip-metawrap-drep-bins_Actinobacteria_71_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2709845,71.43,3.93,351,3157,32324,15,2,18,3,11,2,Uncurated genome,partial
461640,S1-18-all-fractions_metab_conc_5,wsip-metawrap-drep-bins_Bacteria_60_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3407078,59.97,1.41,401,3456,51064,44,0,43,1,11,1,Uncurated genome,near complete
461641,S1-18-all-fractions_metab_52,wsip-metawrap-drep-bins_Actinobacteria_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3007472,69.25,2.54,166,3221,100425,44,1,49,1,15,0,Uncurated genome,near complete
461642,S1-18-all-fractions_metab_55,wsip-metawrap-drep-bins_Actinobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4864178,69.12,0.96,529,5306,77155,45,6,49,3,15,1,Uncurated genome,near complete
461643,S1-18-all-fractions_metab_conc_67,wsip-metawrap-drep-bins_Actinobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,1952252,68.68,1.38,67,2061,136068,44,0,44,0,12,0,Uncurated genome,near complete
461644,S1-18-all-fractions_metab_conc_72,wsip-metawrap-drep-bins_Actinobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3533582,68.92,1.28,92,3647,178753,36,0,39,1,11,0,Uncurated genome,partial
461645,S1-18-all-fractions_metab_79,wsip-metawrap-drep-bins_Actinobacteria_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3236043,69.24,2.26,178,3305,167532,46,1,47,2,12,2,Uncurated genome,near complete
461646,S1-18-all-fractions_conc_82,wsip-metawrap-drep-bins_Bacteria_55_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,7073923,55.42,2.5,928,6399,47129,38,6,41,7,13,2,Uncurated genome,near complete
461647,S1-18-all-fractions_metab_conc_83,wsip-metawrap-drep-bins_Nocardioides_71_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Nocardioides, Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,4131359,71.26,2.55,717,4574,31852,27,1,29,3,11,1,Uncurated genome,partial
461648,S1-18-all-fractions_metab_88,wsip-metawrap-drep-bins_Solirubrobacterales_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,1956208,70.07,2.19,313,2322,36973,40,9,43,8,10,2,Uncurated genome,near complete
