me,code,taxonomy,description,bin.length,GC,prop.gc,coverage,num.contigs,num.features,longest.contig,RP.Inventory.max.55,RP.multiple,BSCG.Inventory.max.51,BSCG.multiple,ASCG.Inventory.max.38,ASCG.multiple,curation.status,completion.status,domain,phylum,class,order,genus,species,misc,drep.filt,drep.set,drep.prim.clust,drep.sec.clust,R1.16,R1.18,R2.16,R2.18,R3.16,R3.18,mean.16,mean.18,afe.mean,afe.median,lower.ci,upper.ci,ci.range,phylum.afe.order,site,sample,cov,rel.abund,gtdb.domain,gtdb.phylum,gtdb.class,gtdb.order,gtdb.family,gtdb.genus,gtdb.species
S3-18-all-fractions_metab_conc_60,S3-18-all-fractions_Conexibacter_woesei_73_22,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,2958493,72.66,0.7266,21.58,407,3272,34427,48,3,47,8,11,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacter,Conexibacterwoesei,Bacteria,1,NA,155,155_1,1.724923816,1.729900212,1.720484199,1.723168597,1.726634355,1.729669874,1.724014124,1.727579561,0.052976651,0.05264408,0.03971675,0.073438291,0.033721541,766,S,S3-18,2.143474305,0.013751156,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,s__
S1-16-all-fractions_metab_23,S1-16-all-fractions_Bacteria_55_11,Bacteria,NA,8223615,54.95,0.5495,10.71,1119,7573,73856,27,8,32,11,11,3,Uncurated genome,partial,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,NA,30,30_1,1.709988563,1.71346781,1.714531732,1.717546559,1.714016872,1.718376668,1.712845722,1.716463679,0.054061456,0.053752521,0.044747679,0.064729888,0.019982209,1807,S,S1-16,1.094057589,0.007831993,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__PSRF01,s__
S1-16-all-fractions_metab_20,S1-16-all-fractions_RIF_CHLX_69_17,"RIF-CHLX, Bacteria",NA,3604311,69.32,0.6932,17.25,347,3831,98467,41,1,44,3,14,1,Uncurated genome,near complete,Bacteria,RIF-CHLX,unknown,unknown,unknown,unknown,unknown,1,1,197,197_0,1.721834,1.72593485,1.723234527,1.727574862,1.723821394,1.726605551,1.722963307,1.726705087,0.054956047,0.055278533,0.041110774,0.064111078,0.023000304,356,S,S1-16,1.379724847,0.00987699,d__Bacteria,p__Chloroflexota_A,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__,s__
S2-16-all-fractions_metab_conc_60,S2-16-all-fractions_Actinobacteria_67_0,"Actinobacteria, Actinobacteria, Bacteria",NA,3876913,67.47,0.6747,0,248,3875,89662,40,0,39,3,14,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,174,174_2,1.718801097,1.723385072,1.721174963,1.725210138,1.721551405,1.72417964,1.720509155,1.724258283,0.05525591,0.055464435,0.038858439,0.067882513,0.029024074,118,S,S2-16,1.323707114,0.012959239,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__,s__
S1-16-all-fractions_metab_63,S1-16-all-fractions_Actinobacteria_67_30,"Actinobacteria, Actinobacteria, Bacteria",NA,5214555,67.26,0.6726,29.57,815,5600,53302,50,15,49,15,14,2,Uncurated genome,megabin,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,174,174_1,1.718777146,1.723391531,1.721164308,1.725231337,1.721540855,1.724221568,1.720494103,1.724281479,0.055823386,0.05603056,0.039634447,0.068333556,0.028699109,116,S,S1-16,2.64829297,0.018958246,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__,s__
S3-16-all-fractions_conc_3,S3-16-all-fractions_Conexibacter_woesei_72_26,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",NA,3208688,72.49,0.7249,25.82,251,3350,58028,48,0,49,4,11,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacter,Conexibacterwoesei,Bacteria,1,1,155,155_1,1.724898405,1.729836763,1.720398703,1.723798894,1.726533562,1.729609414,1.723943557,1.727748357,0.056177301,0.05618045,0.0453489,0.072877831,0.027528932,104,S,S3-16,2.285119196,0.012273208,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,s__
S1-18-all-fractions_metab_28,S1-18-all-fractions_Microvirga_lotononidis_64_24,"Microvirga lotononidis, Microvirga, Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",NA,4117011,63.52,0.6352,23.87,1046,4782,22055,26,3,25,6,9,0,Uncurated genome,partial,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Microvirga,Microvirgalotononidis,Bacteria,1,1,46,46_0,1.716253062,1.721592974,1.719556621,1.723257407,1.719697283,1.721955113,1.718502322,1.722268498,0.056207111,0.055778152,0.033415865,0.079189288,0.045773423,318,S,S1-18,2.465358683,0.017452758,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__
S1-18-all-fractions_metab_conc_1,S1-18-all-fractions_Actinobacteria_71_11,"Actinobacteria, Actinobacteria, Bacteria",NA,4040943,71.24,0.7124,10.5,276,3831,71458,32,0,38,4,13,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,199,199_0,1.723533725,1.727785339,1.72207485,1.722714706,1.721271562,1.728003682,1.722293379,1.726167909,0.057508393,0.05726371,0.009457965,0.099556606,0.090098641,140,S,S1-18,0.12828834,0.000908178,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Jatrophihabitantaceae,g__Iso899,s__
S2-16-all-fractions_metab_conc_28,S2-16-all-fractions_Actinobacteria_70_0,"Actinobacteria, Actinobacteria, Bacteria",NA,2748795,70.37,0.7037,0,22,2894,351922,42,0,43,1,14,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,97,97_1,1.722675482,1.727414386,1.723939951,1.728346533,1.724615464,1.72740872,1.723743632,1.727723213,0.058535189,0.058766008,0.041226838,0.070022231,0.028795392,872,S,S2-16,0.990136448,0.009693545,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
S1-16-all-fractions_metab_48,S1-16-all-fractions_Actinobacteria_70_37,"Actinobacteria, Actinobacteria, Bacteria",NA,2802779,70.28,0.7028,36.92,23,2943,428308,51,0,51,2,15,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,97,97_1,1.722629606,1.727382902,1.723913011,1.728319873,1.724568553,1.727385852,1.723703723,1.727696209,0.05869027,0.058957864,0.041582778,0.070236676,0.028653898,128,S,S1-16,3.133629958,0.022432612,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
S2-18-all-fractions_metab_6,S2-18-all-fractions_Actinobacteria_69_0,"Actinobacteria, Actinobacteria, Bacteria",NA,3596077,68.58,0.6858,0,570,4088,91919,46,15,48,16,15,4,Uncurated genome,megabin,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,113,113_0,1.720920713,1.725474333,1.722570647,1.727012717,1.72310718,1.726059879,1.722199513,1.72618231,0.058945605,0.058864531,0.043617018,0.067351149,0.023734131,123,S,S2-18,1.57216372,0.012552395,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
S3-16-all-fractions_metab_9,S3-16-all-fractions_Actinobacteria_71_10,"Actinobacteria, Actinobacteria, Bacteria",NA,2566186,70.63,0.7063,9.88,211,2845,61592,28,0,32,1,13,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,97,97_1,1.722880238,1.727590717,1.724077772,1.728535794,1.72475924,1.727577186,1.72390575,1.727901233,0.059020113,0.058995521,0.041587953,0.069594238,0.028006284,868,S,S3-16,1.003370984,0.005389032,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
S2-18-all-fractions_metab_conc_10,S2-18-all-fractions_Actinobacteria_70_0,"Actinobacteria, Actinobacteria, Bacteria",NA,2703935,70.24,0.7024,0,67,2872,166067,45,0,45,1,15,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,97,97_1,1.72258389,1.727334823,1.723860111,1.728286218,1.724506982,1.727319324,1.723650328,1.727646788,0.05913018,0.059018341,0.041511058,0.070203554,0.028692496,862,S,S2-18,1.135739471,0.009067917,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
S1-18-all-fractions_metab_4,S1-18-all-fractions_Actinobacteria_70_37,"Actinobacteria, Actinobacteria, Bacteria",NA,2762821,70.28,0.7028,36.96,21,2904,362285,51,1,51,2,15,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,97,97_1,1.722642616,1.727397439,1.72392286,1.728333422,1.724581966,1.727409348,1.723715814,1.727713403,0.05921812,0.059032809,0.041731281,0.070258702,0.028527421,867,S,S1-18,1.971991822,0.013960118,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
S3-18-all-fractions_metab_50,S3-18-all-fractions_Actinobacteria_71_10,"Actinobacteria, Actinobacteria, Bacteria",NA,2404063,70.71,0.7071,9.98,269,2741,40811,25,0,28,3,12,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,97,97_1,1.722927156,1.727637866,1.724092399,1.728588476,1.724815376,1.727624524,1.723944977,1.727950289,0.059240751,0.059139394,0.041456818,0.069595852,0.028139034,859,S,S3-18,0.782465196,0.005019795,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
S1-16-all-fractions_metab_10,S1-16-all-fractions_Gemmatimonadetes_74_51,"Gemmatimonadetes, Bacteria",NA,5042567,73.59,0.7359,51.29,870,5101,35622,21,4,26,4,11,3,Uncurated genome,partial,Bacteria,Gemmatimonadetes,unknown,unknown,unknown,unknown,unknown,1,1,295,295_1,1.725069636,1.729930597,1.726111606,1.73110856,1.726865592,1.729631341,1.726015611,1.730223499,0.06161867,0.062058822,0.040769777,0.07369203,0.032922254,253,S,S1-16,3.430252982,0.024556037,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
S3-18-all-fractions_metab_conc_57,S3-18-all-fractions_Bacteria_61_20,Bacteria,NA,2400699,61.14,0.6114,19.62,176,2432,45614,45,0,47,0,12,1,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,288,288_1,1.714801758,1.720435745,1.718550847,1.722105274,1.71848389,1.721846214,1.717278832,1.721462411,0.062334454,0.06200178,0.049795617,0.083617826,0.033822209,398,S,S3-18,3.660687345,0.023484621,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__,s__
S3-16-all-fractions_metab_conc_61,S3-16-all-fractions_Gemmatimonadetes_73_31,"Gemmatimonadetes, Bacteria",NA,3586946,73.3,0.733,30.63,315,3421,42833,44,8,46,9,12,0,Uncurated genome,near complete,Bacteria,Gemmatimonadetes,unknown,unknown,unknown,unknown,unknown,1,1,295,295_3,1.724881846,1.729752401,1.725921612,1.730931883,1.726652226,1.729492706,1.725818561,1.730058997,0.062580008,0.062545681,0.041876352,0.073896211,0.032019858,251,S,S3-16,2.892192127,0.015533752,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
S3-18-all-fractions_metab_68,S3-18-all-fractions_Gemmatimonadetes_73_28,"Gemmatimonadetes, Bacteria",NA,5125735,73.46,0.7346,28.25,867,5215,35547,42,15,42,17,11,1,Uncurated genome,megabin,Bacteria,Gemmatimonadetes,unknown,unknown,unknown,unknown,unknown,1,1,295,295_2,1.72500799,1.729846169,1.726060146,1.731368987,1.726797824,1.729572346,1.72595532,1.730262501,0.063555447,0.063525301,0.04090061,0.07829373,0.03739312,250,S,S3-18,3.261048724,0.020920796,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
S1-16-all-fractions_metab_69,S1-16-all-fractions_Gemmatimonadetes_73_57,"Gemmatimonadetes, Bacteria",NA,5661677,73.08,0.7308,57.37,1065,5908,35250,47,24,47,27,12,5,Uncurated genome,megabin,Bacteria,Gemmatimonadetes,unknown,unknown,unknown,unknown,unknown,1,1,294,294_3,1.724763589,1.730005108,1.725832372,1.730500214,1.726496627,1.729574019,1.725697529,1.730026447,0.063611029,0.06385504,0.045373015,0.077358508,0.031985493,256,S,S1-16,3.925330212,0.02810013,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
S2-16-all-fractions_metab_conc_57,S2-16-all-fractions_Actinobacteria_70_0,"Actinobacteria, Actinobacteria, Bacteria",NA,2825169,70.23,0.7023,0,201,3101,75300,43,3,43,2,11,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,148,148_1,1.722915349,1.727903465,1.724069899,1.728924645,1.724768527,1.728015657,1.723917925,1.728281255,0.064201732,0.064426133,0.047921387,0.073694174,0.025772788,835,S,S2-16,2.007661376,0.019655226,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
S1-16-all-fractions_metab_74,S1-16-all-fractions_Bacteria_61_25,Bacteria,NA,3394224,61.1,0.611,25.04,516,3652,59266,47,0,49,1,13,1,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,NA,288,288_1,1.71477826,1.720373142,1.718531403,1.722619116,1.718481408,1.721804895,1.71726369,1.721599051,0.06426644,0.064251756,0.049220481,0.083038548,0.033818067,1790,S,S1-16,2.633122384,0.018849645,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__,s__
S1-16-all-fractions_metab_71,S1-16-all-fractions_Acidobacteria_67_18,"Acidobacteria, Bacteria",NA,7076528,66.71,0.6671,18.11,717,6379,129752,36,4,35,4,13,4,Uncurated genome,partial,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,NA,273,273_1,1.718267469,1.723542871,1.720962964,1.725401553,1.721260117,1.724619472,1.720163517,1.724521299,0.064363367,0.064480997,0.049675858,0.078144916,0.028469058,474,S,S1-16,1.643098398,0.011762393,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,g__2-12-FULL-66-21,s__
S2-18-all-fractions_metab_conc_43,S2-18-all-fractions_Gemmatimonadetes_73_0,"Gemmatimonadetes, Bacteria",NA,3884984,72.91,0.7291,0,313,3638,58615,48,0,48,1,11,0,Uncurated genome,near complete,Bacteria,Gemmatimonadetes,unknown,unknown,unknown,unknown,unknown,1,1,294,294_1,1.724695564,1.729994258,1.725766143,1.730436379,1.726417582,1.729522477,1.72562643,1.729984372,0.064431097,0.064285636,0.045780488,0.078205213,0.032424724,254,S,S2-18,2.910239549,0.023235796,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
S3-16-all-fractions_metab_conc_30,S3-16-all-fractions_Gemmatimonadetes_73_31,"Gemmatimonadetes, Bacteria",NA,3857921,72.79,0.7279,30.69,310,3604,45822,22,0,27,0,11,0,Uncurated genome,partial,Bacteria,Gemmatimonadetes,unknown,unknown,unknown,unknown,unknown,1,1,294,294_2,1.724628226,1.729952155,1.725702578,1.730366727,1.72638786,1.729513461,1.725572888,1.729944114,0.064504763,0.064483481,0.046086498,0.078580586,0.032494088,255,S,S3-16,2.767146264,0.01486214,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__
S3-18-all-fractions_metab_conc_6,S3-18-all-fractions_Actinobacteria_70_43,"Actinobacteria, Actinobacteria, Bacteria",NA,2733258,70.17,0.7017,42.59,194,2997,63403,44,3,45,2,10,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,148,148_1,1.722880169,1.727864688,1.724056394,1.728966635,1.724742585,1.727987924,1.723893049,1.728273082,0.064752553,0.064673623,0.047895621,0.073642468,0.025746847,826,S,S3-18,3.422108443,0.021954052,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
S2-16-all-fractions_metab_conc_10,S2-16-all-fractions_Gemmatimonadetes_61_0,"Gemmatimonadetes, Bacteria",NA,2333915,61.11,0.6111,0,196,2363,55603,34,1,38,2,12,0,Uncurated genome,partial,Bacteria,Gemmatimonadetes,unknown,unknown,unknown,unknown,unknown,1,NA,288,288_1,1.714761632,1.720427969,1.718529288,1.722655034,1.718483684,1.721837809,1.717258202,1.721640271,0.064796024,0.064944208,0.049674166,0.084099899,0.034425733,1263,S,S2-16,1.866003909,0.018268384,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__,s__
S1-18-all-fractions_metab_conc_64,S1-18-all-fractions_Actinobacteria_70_49,"Actinobacteria, Actinobacteria, Bacteria",NA,2741327,70.19,0.7019,48.72,199,2999,43688,35,2,36,1,10,0,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,148,148_1,1.722889516,1.72790001,1.724052125,1.728910596,1.72476398,1.728037526,1.723901874,1.728282711,0.064833522,0.06468519,0.048311343,0.074025848,0.025714505,831,S,S1-18,2.375482461,0.016816507,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
S2-18-all-fractions_metab_conc_30,S2-18-all-fractions_Actinobacteria_70_0,"Actinobacteria, Actinobacteria, Bacteria",NA,2859566,70.22,0.7022,0,175,3129,68622,44,12,40,12,10,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,148,148_1,1.722907823,1.727926905,1.724076979,1.728941562,1.724775731,1.728048285,1.723920178,1.728305584,0.064842568,0.064751997,0.048296388,0.074151979,0.025855591,832,S,S2-18,2.133992372,0.01703812,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
S3-16-all-fractions_metab_25,S3-16-all-fractions_Actinobacteria_70_44,"Actinobacteria, Actinobacteria, Bacteria",NA,2955615,70.32,0.7032,43.6,292,3324,56302,38,2,37,3,10,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,148,148_1,1.722983835,1.727993152,1.724136556,1.729015848,1.724830702,1.728121733,1.723983697,1.728376911,0.064889234,0.064864982,0.048567598,0.074004561,0.025436963,119,S,S3-16,4.270885896,0.022938615,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
S2-16-all-fractions_metab_conc_7,S2-16-all-fractions_Acidobacteria_67_0,"Acidobacteria, Bacteria",NA,5354984,66.75,0.6675,0,247,4556,124600,41,5,43,4,11,0,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,1,273,273_1,1.718304483,1.723663469,1.72099109,1.72546552,1.721280954,1.724701052,1.720192176,1.724610014,0.065199131,0.065368587,0.050573507,0.079381408,0.028807901,13,S,S2-16,1.20672716,0.011813992,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,g__2-12-FULL-66-21,s__
S2-18-all-fractions_metab_conc_13,S2-18-all-fractions_Bacteria_55_0,Bacteria,NA,6690428,55.31,0.5531,0,1020,6078,30346,23,2,27,6,12,2,Uncurated genome,partial,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,31,31_2,1.710244056,1.715357622,1.714772765,1.717725964,1.714134509,1.719207636,1.713050443,1.717430407,0.065233412,0.06506637,0.043827059,0.076089014,0.032261956,396,S,S2-18,1.065585609,0.008507798,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__PSRF01,s__
S1-16-all-fractions_metab_44,S1-16-all-fractions_Actinobacteria_70_49,"Actinobacteria, Actinobacteria, Bacteria",NA,3075859,70.2,0.702,48.87,320,3468,60730,23,2,24,0,11,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,148,148_1,1.722911852,1.727993039,1.724071215,1.728998619,1.724775011,1.728095868,1.72391936,1.728362509,0.065313602,0.0656046,0.049009253,0.075069313,0.02606006,823,S,S1-16,3.612915247,0.025863655,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
S1-16-all-fractions_metab_19,S1-16-all-fractions_Micrococcales_70_21,"Micrococcales, Actinobacteria, Actinobacteria, Bacteria",NA,5515310,70.37,0.7037,20.68,1793,6641,32503,27,5,28,12,11,8,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,unknown,unknown,unknown,1,1,191,191_0,1.722841276,1.727379981,1.724018915,1.729162622,1.724698025,1.728428295,1.723852739,1.728323633,0.065683726,0.066016998,0.055053979,0.075944406,0.020890427,95,S,S1-16,1.425217545,0.010202657,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Agromyces,s__
S1-18-all-fractions_conc_82,S1-18-all-fractions_Bacteria_55_14,Bacteria,NA,7073923,55.42,0.5542,13.64,928,6370,47129,34,5,39,7,13,2,Uncurated genome,partial,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,31,31_1,1.710289859,1.715403056,1.714862445,1.717951889,1.714212698,1.71932201,1.713121667,1.717558985,0.066162079,0.065915766,0.045846693,0.076081636,0.030234942,395,S,S1-18,1.39207402,0.009854765,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__PSRF01,s__
S3-16-all-fractions_conc_66,S3-16-all-fractions_Bacteria_58_10,Bacteria,NA,4807550,58.38,0.5838,9.83,407,4179,63131,37,2,40,3,10,0,Uncurated genome,partial,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,70,70_0,1.712012128,1.717545879,1.716565172,1.720561795,1.715917319,1.719814925,1.71483154,1.719307533,0.066425352,0.06642716,0.057806844,0.082260335,0.02445349,394,S,S3-16,1.084412879,0.005824302,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__PSRF01,s__
S2-16-all-fractions_metab_38,S2-16-all-fractions_Actinobacteria_71_0,"Actinobacteria, Actinobacteria, Bacteria",NA,4072723,71.45,0.7145,0,762,4699,39404,26,3,27,6,13,3,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,178,178_0,1.722237968,1.727376149,1.723501318,1.728397447,1.724235256,1.727759178,1.723324847,1.727844258,0.066559729,0.066754993,0.052023416,0.075942573,0.023919157,106,S,S2-16,0.579219432,0.005670622,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__IMCC26256,g__,s__
S3-16-all-fractions_metab_conc_43,S3-16-all-fractions_Bacteria_63_9,Bacteria,NA,3234884,63.4,0.634,9.3,355,3321,43053,41,1,42,2,13,3,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,286,286_0,1.71672602,1.722266625,1.719855175,1.724495665,1.72000113,1.723484859,1.718860775,1.723415717,0.067461625,0.067445798,0.051549975,0.082142705,0.03059273,399,S,S3-16,1.09059617,0.005857512,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__,s__
S1-16-all-fractions_metab_12,S1-16-all-fractions_Actinobacteria_68_18,"Actinobacteria, Actinobacteria, Bacteria",NA,4742721,67.68,0.6768,17.82,421,4740,144250,42,2,44,4,13,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,175,175_0,1.71912391,1.72491264,1.721399381,1.72630358,1.721829367,1.725489777,1.720784219,1.725568666,0.070625377,0.070769804,0.054110599,0.085707506,0.031596907,98,S,S1-16,1.523082175,0.010903237,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__,s__
S1-16-all-fractions_metab_50,S1-16-all-fractions_Acidobacteria_64_30,"Acidobacteria, Bacteria",NA,8253553,64.48,0.6448,29.93,827,7763,94523,49,5,46,5,15,0,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,NA,274,274_1,1.716159254,1.722217321,1.719493779,1.723985915,1.719645593,1.72363413,1.718432876,1.723279122,0.071848649,0.071778318,0.05903303,0.089845603,0.030812574,459,S,S1-16,2.931440631,0.020985206,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,g__2-12-FULL-66-21,s__
S3-16-all-fractions_metab_conc_62,S3-16-all-fractions_Acidobacteria_64_24,"Acidobacteria, Bacteria",NA,6694021,64.48,0.6448,24.45,366,5979,87122,50,2,47,3,14,0,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,NA,274,274_1,1.716134475,1.722324792,1.719448913,1.724015623,1.719615438,1.723720282,1.718399608,1.723353566,0.07337801,0.073375053,0.060755516,0.091808294,0.031052778,458,S,S3-16,3.347987978,0.017981798,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,g__2-12-FULL-66-21,s__
S2-18-all-fractions_metab_conc_66,S2-18-all-fractions_Acidobacteria_65_0,"Acidobacteria, Bacteria",NA,6489105,64.5,0.645,0,382,5857,88344,49,7,47,5,14,0,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,NA,274,274_1,1.716152331,1.722344359,1.719466743,1.724027204,1.719639173,1.723747291,1.718419416,1.723372951,0.073586337,0.073367982,0.060803142,0.091832744,0.031029602,457,S,S2-18,3.290413131,0.02627116,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,g__2-12-FULL-66-21,s__
