isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,sinapyl alcohol,Organic acids,0.5436155963605043,0.01519325288521249,1.3305493440879606e-9,1.1164409590178523e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,sinapyl alcohol,Organic acids,NaN,0.008112873401332299,NaN,7.598338005076244e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,sinapyl alcohol,Organic acids,0.4611908427975402,0.009527991259998604,7.629759355854856e-10,8.913871809619365e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,sinapyl alcohol,Organic acids,0.4901359010745475,0.009728518919879843,7.794798261596462e-10,8.108563791157072e-10
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,sinapyl alcohol,Organic acids,0.3890873741486908,0.007765017936448879,5.789763968633917e-10,9.091859297939211e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,sinapyl alcohol,Organic acids,NaN,0.005968040470892533,NaN,3.156685737420515e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,sinapyl alcohol,Organic acids,0.3197412506182653,0.016285002128554726,1.4176147389868668e-9,3.0143542541879234e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,sinapyl alcohol,Organic acids,0.5518804777631746,0.07633924235096787,9.074879867378632e-9,6.421516552468644e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,sinapyl alcohol,Organic acids,0.6872011011563728,0.02732773362988729,2.877886644146098e-9,1.2584985777011638e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,sinapyl alcohol,Organic acids,0.4075373232673962,0.006581948073292649,4.5016264749163145e-10,6.555646461103046e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,sinapyl alcohol,Organic acids,NaN,0.013661450935172514,NaN,4.50275982788085e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,sinapyl alcohol,Organic acids,NaN,0.008542138073370691,NaN,2.8982052152937907e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,sinapyl alcohol,Organic acids,0.6608376455924816,0.010982381533612005,9.375234620459001e-10,4.811669997889766e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,sinapyl alcohol,Organic acids,0.6966586494922329,0.022194604827052093,2.3122817183836515e-9,9.44104672232852e-10
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,sinapyl alcohol,Organic acids,0.4788404694409756,0.08760223680628149,1.1871090730750838e-8,8.676838016392085e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,sinapyl alcohol,Organic acids,0.25333310314526236,0.0051203328578177,2.385402457639586e-10,7.322945731132256e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,sinapyl alcohol,Organic acids,0.47458425205719684,0.02729888309366072,2.914385428926303e-9,3.0607856165626895e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,stachyhydrine,Organic acids,NaN,0.010683410034739504,NaN,3.648334354015306e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,stachyhydrine,Organic acids,0.36766935426904873,0.043420578871307944,4.88368323655882e-9,7.603132473577366e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,stachyhydrine,Organic acids,0.26614017532096856,0.005186339226509019,1.6233824026151227e-10,5.066271296483082e-10
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,stachyhydrine,Organic acids,0.6474103854606521,0.022548868280577276,2.291676225630964e-9,1.2127660154827048e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,stachyhydrine,Organic acids,0.6407356829772363,0.02041186062120862,2.010948004311925e-9,1.1147806039703085e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,stachyhydrine,Organic acids,0.6467379444958838,0.022186879273021074,2.2325309152745445e-9,1.192871383929686e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,stachyhydrine,Organic acids,0.4532176472903884,0.023350017635034637,2.2892939348305027e-9,2.739283619210505e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,stachyhydrine,Organic acids,0.6568151975808305,0.03183644383177358,3.38252976199642e-9,1.6801377883353704e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,stachyhydrine,Organic acids,NaN,0.009419171248194618,NaN,7.520782007691757e-10
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,stachyhydrine,Organic acids,NaN,0.005487997020455483,NaN,3.1724231407996656e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,stachyhydrine,Organic acids,0.5888501113227039,0.03687733882347876,4.234529840659564e-9,2.497670023970438e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,stachyhydrine,Organic acids,0.3522763419645243,0.009880521965189053,1.0930386628595098e-10,3.863696555975723e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,stachyhydrine,Organic acids,0.5129218996243547,0.03988374338558995,4.637514743705559e-9,3.800121482254979e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,stachyhydrine,Organic acids,0.45408551334672176,0.015775133228146155,1.4380899765910947e-9,1.7234697685197393e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,stachyhydrine,Organic acids,0.40427949575358124,0.0064554919005377145,4.10652010639894e-10,6.05804691448296e-10
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,stachyhydrine,Organic acids,0.4585411345378266,0.01782835480563568,1.6524167169232031e-9,1.9441908621658614e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,stachyhydrine,Organic acids,0.5268381497090661,0.019402843439238947,1.8470944593990832e-9,1.6387969449937865e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,stachyhydrine,Organic acids,0.5694021694699544,0.02142009822917978,2.190656130418084e-9,1.57994540933131e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,stachyhydrine,Organic acids,0.49803840424660095,0.005530733828728119,2.791313601088874e-10,2.902302760719707e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,stachyhydrine,Organic acids,0.46227639549716165,0.0057064214611700775,3.2424945931175866e-10,3.828934458939375e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,stachyhydrine,Organic acids,0.3580530931878858,0.009399380357243057,1.513379311804027e-10,4.841366497825899e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,stachyhydrine,Organic acids,NaN,0.00633358823071188,NaN,2.5884318390821034e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,stachyhydrine,Organic acids,0.5081947219483662,0.01519165492766471,1.3306389565565317e-9,1.2868291767212195e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,stachyhydrine,Organic acids,NaN,0.008113582611964765,NaN,7.884339782361244e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,stachyhydrine,Organic acids,0.4303764718867908,0.009527791579772746,7.629522463002169e-10,1.009807780827812e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,stachyhydrine,Organic acids,0.4571127517449022,0.00972864818550797,7.794942040033158e-10,9.257638433540772e-10
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,stachyhydrine,Organic acids,0.3628481417821106,0.007765625282820434,5.790439746539843e-10,1.0169113480122622e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,stachyhydrine,Organic acids,NaN,0.0059682484015566905,NaN,3.3133284733566744e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,stachyhydrine,Organic acids,0.2998481120843689,0.016281323154769156,1.4170988229768383e-9,3.3073112689020665e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,stachyhydrine,Organic acids,0.5193937207826265,0.0743010672503148,9.061304833871175e-9,7.0191966969099275e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,stachyhydrine,Organic acids,0.6453708805692998,0.0270640210167392,2.876249090083026e-9,1.4979386366808084e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,stachyhydrine,Organic acids,0.3787157214860005,0.0065821634291990585,4.5018639198976975e-10,7.396649318273844e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,stachyhydrine,Organic acids,NaN,0.013661745993897871,NaN,4.710064964971453e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,stachyhydrine,Organic acids,NaN,0.008542428374243441,NaN,3.04519114853604e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,stachyhydrine,Organic acids,0.6158780753849746,0.010983594110982249,9.376584544171587e-10,5.848166745657769e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,stachyhydrine,Organic acids,0.6536026533348869,0.02230298791321069,2.3124758451708193e-9,1.1507151946179126e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,stachyhydrine,Organic acids,0.4508394392075566,0.08575563553861035,1.1867033546610096e-8,8.690363758334379e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,stachyhydrine,Organic acids,0.23453082889975807,0.005120565409263756,2.3855612219818847e-10,8.078153201829427e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,stachyhydrine,Organic acids,0.44626264903388124,0.02704080538818885,2.9130839552499665e-9,3.3821657454229574e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,succinic acid,Organic acids,NaN,0.01068354053638335,NaN,4.136365833718063e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,succinic acid,Organic acids,0.2959281311711348,0.043583454109290765,4.871176314197925e-9,1.0552568644208668e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,succinic acid,Organic acids,0.1957938990135989,0.005186284595485009,1.6230379019183218e-10,7.254824493636136e-10
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,succinic acid,Organic acids,0.5163214847467841,0.022558378766482985,2.288882385407855e-9,2.086335117561504e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,succinic acid,Organic acids,0.5099206352103987,0.020282544018988116,2.0083066709025818e-9,1.8969994187478014e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,succinic acid,Organic acids,0.5154557386104061,0.02210178622876727,2.2299248671843013e-9,2.042560616650902e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,succinic acid,Organic acids,0.36242677459238404,0.02334414549224515,2.2848261756512776e-9,3.991827499476382e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,succinic acid,Organic acids,0.5252859492976685,0.03188658933897953,3.3782440294456344e-9,2.9120994330141023e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,succinic acid,Organic acids,NaN,0.009420633394420353,NaN,8.845717850281379e-10
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,succinic acid,Organic acids,NaN,0.0054884137883500035,NaN,3.957263900596945e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,succinic acid,Organic acids,0.4732454765434918,0.03607845965342087,4.228791274504202e-9,3.763804499131535e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,succinic acid,Organic acids,0.24259729680198633,0.009880490206321492,1.0927692044039029e-10,5.255333909750668e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,succinic acid,Organic acids,0.412426817086853,0.039066429012615346,4.628982006925072e-9,5.4897415661106305e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,succinic acid,Organic acids,0.3606219088326741,0.015800201001217897,1.437256774453943e-9,2.5454269543579393e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,succinic acid,Organic acids,0.30956216674181103,0.006454863416826758,4.1058133425809054e-10,9.164388599444138e-10
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,succinic acid,Organic acids,0.36473538735906275,0.017846480653490523,1.651364112079378e-9,2.870243989144228e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,succinic acid,Organic acids,0.4188261064478067,0.019412832392934527,1.846084300085164e-9,2.5326482226555495e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,succinic acid,Organic acids,0.4545631891416986,0.02129439784754595,2.1899128913994153e-9,2.47450654789284e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,succinic acid,Organic acids,0.3656058478272936,0.005530530707324467,2.7910488476435557e-10,4.931456693841696e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,succinic acid,Organic acids,0.3465589127839623,0.005705502055730826,3.241410264163584e-10,6.168617858466227e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,succinic acid,Organic acids,0.25613513040737856,0.005327670639307622,1.512974382044386e-10,4.922739457681908e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,succinic acid,Organic acids,NaN,0.006333682885419415,NaN,3.238864661753123e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,succinic acid,Organic acids,0.40092795658059016,0.015187552103032338,1.3301569136309862e-9,1.9862073927278217e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,succinic acid,Organic acids,NaN,0.008115421448829348,NaN,9.057146402550945e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,succinic acid,Organic acids,0.33769975654942946,0.009523027482296376,7.624070073161448e-10,1.4952743654783735e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,succinic acid,Organic acids,0.35803892538625626,0.009724904606777562,7.7907096895789e-10,1.396885982070227e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,succinic acid,Organic acids,0.284141793989118,0.007764356095710611,5.789015825746362e-10,1.4585937837330697e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,succinic acid,Organic acids,NaN,0.005968324326830301,NaN,3.955862264902953e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,succinic acid,Organic acids,0.23880478403866306,0.01625603091574997,1.4143678527196847e-9,4.505763227643279e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,succinic acid,Organic acids,0.4182941723123865,0.07664551679656022,9.011591548911137e-9,1.1059364835945543e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,succinic acid,Organic acids,0.5163137703981622,0.02707678163269628,2.870001383366693e-9,2.5546311592847387e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,succinic acid,Organic acids,0.2934533852215232,0.00657322391663687,4.4995052827702183e-10,1.0839537004432757e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,succinic acid,Organic acids,NaN,0.0136617866835683,NaN,5.560522952897036e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,succinic acid,Organic acids,NaN,0.008542810205939824,NaN,3.6482117817773364e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,succinic acid,Organic acids,0.48140558047008547,0.010982978833488751,9.375895889039287e-10,1.010020243481853e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,succinic acid,Organic acids,0.5213279150395795,0.021812892329897603,2.311962782967339e-9,1.8768390952916144e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,succinic acid,Organic acids,0.36355056099358696,0.07843906050245242,1.1847665233888551e-8,8.803316143872853e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,succinic acid,Organic acids,0.17967724662150716,0.005119244803617473,2.383658139642474e-10,1.1174004732200602e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,succinic acid,Organic acids,0.3584261858952134,0.027131363940403365,2.9071526299161894e-9,4.892556508063916e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,inositol,Sugars,0.6196987479712253,0.022722167192686146,2.321552455435607e-9,1.3799195536935434e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,inositol,Sugars,0.39355197397266783,0.11300465015188778,1.9946900089345103e-8,1.5667753844963704e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,inositol,Sugars,0.4960591895583137,0.04903914172572051,5.796571660436438e-9,5.018400483575479e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,inositol,Sugars,0.5875536173339166,0.012902156865428628,1.1509515016982112e-9,8.076433192102419e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,inositol,Sugars,0.612510771417375,0.020657841188420026,2.0447864123234112e-9,1.2752696876176309e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,inositol,Sugars,0.6046349818157866,0.01687976100232628,1.5930990725151638e-9,1.0396187287840645e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,inositol,Sugars,0.4859521230889742,0.09286787242232197,1.458454035308228e-8,9.06189983873575e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,inositol,Sugars,0.6444463624314304,0.06248301095298232,7.913391513694784e-9,3.1124395222881594e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,inositol,Sugars,0.5203366686810209,0.10395541139704456,1.6087527022537346e-8,7.0404097437508254e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,inositol,Sugars,0.5820157609224708,0.08407279588653248,1.2006824797876086e-8,4.098285471589644e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,inositol,Sugars,0.5019433376823335,0.010445136214381208,8.774242046720463e-10,8.706314184112966e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,inositol,Sugars,0.643931043937626,0.04822195397192655,5.751094048880551e-9,2.511126075455779e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,inositol,Sugars,0.5051355775332301,0.06118921901914513,8.376138757173842e-9,5.269148657319423e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,inositol,Sugars,0.4903562227681137,0.06856003822747767,9.55163512931887e-9,6.163913313436289e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,inositol,Sugars,0.5198964313877487,0.052370998293485765,6.4258492338926145e-9,4.555122625986459e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,inositol,Sugars,0.4993750254937485,0.09298811638628758,1.4268238041887045e-8,7.459952101006131e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,inositol,Sugars,0.5521641286407029,0.08518916280418426,1.2083680772345668e-8,5.305853653825016e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,inositol,Sugars,0.5440959269427571,0.021231840211318832,2.1901152045518926e-9,1.727629421020279e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,inositol,Sugars,0.6490079086850908,0.0641124881279322,8.694548600030488e-9,2.2518212022856474e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,inositol,Sugars,0.6057637814506475,0.05907889756316938,7.509150573146395e-9,3.483910902293892e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,inositol,Sugars,0.6055772463023142,0.05527045195392146,7.225323221128046e-9,3.033786909275915e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,inositol,Sugars,0.6466821064590614,0.05951903781259063,7.572823343705917e-9,2.9121403297250988e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,inositol,Sugars,0.5603911645440616,0.11629580122177152,1.8075803103605625e-8,6.3420001236397506e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,inositol,Sugars,0.4748084741097083,0.05503140668664446,8.254324484976117e-9,5.257703559434784e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,inositol,Sugars,0.49178801959279134,0.04080475382448395,4.558621082198107e-9,4.3649650208531274e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,inositol,Sugars,0.5055499047255186,0.03369053124115172,3.6157371645025694e-9,3.3700095420729494e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,inositol,Sugars,0.43878293172542193,0.03893216445020017,4.580450066554194e-9,4.847442098123756e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,inositol,Sugars,0.5641534536008826,0.03978742763016868,4.746377179282909e-9,2.821973751305907e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,inositol,Sugars,0.4188585920633895,0.12099588557692247,4.1620682149655194e-8,1.7312048249376153e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,inositol,Sugars,0.506983817248823,0.10371123183312729,1.3516905449535096e-8,1.0226955946225247e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,inositol,Sugars,0.5570377418234469,0.011564172510137936,1.0054923566169551e-9,7.994839468343002e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,inositol,Sugars,0.4362468461793766,0.014503846759158782,1.335983825251164e-9,1.7245131189366723e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,inositol,Sugars,0.6432774154349431,0.0453615206065916,5.801722191983848e-9,2.0051370915655498e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,inositol,Sugars,0.6489868483914054,0.06384190066851446,8.417976555992697e-9,2.6728966686858962e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,inositol,Sugars,0.6458518602023423,0.04938647005035655,6.136625014682053e-9,1.6945409537206149e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,inositol,Sugars,0.630975070500383,0.026809330346911502,2.9420248950489696e-9,1.4716251244979923e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,inositol,Sugars,0.46439189820268784,0.17903288465119363,3.02437411215172e-8,1.6273060447433695e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,inositol,Sugars,0.42536138837623416,0.06223404415600681,8.00911939825553e-9,8.589334798402639e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,inositol,Sugars,0.3872842767102111,0.012623867150074805,1.1278517096136897e-9,1.783361047172955e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,syringic acid,Organic acids,NaN,0.010683249694830105,NaN,3.5916689354998106e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,syringic acid,Organic acids,0.3782987148817356,0.0421234076058574,4.8847756112548585e-9,7.001587149538296e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,syringic acid,Organic acids,0.2776639216746869,0.005185854092448387,1.622873178612315e-10,4.811978448653599e-10
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,syringic acid,Organic acids,0.6670444704151843,0.02260308933315403,2.291772578287314e-9,1.1150652943936448e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,syringic acid,Organic acids,0.660374636035588,0.020396332356982363,2.0108925775698544e-9,1.0218418301643692e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,syringic acid,Organic acids,0.6664148865566832,0.022202881724842513,2.232598942339628e-9,1.09431744640116e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,syringic acid,Organic acids,0.4667694965428487,0.023227855694644604,2.289647902342595e-9,2.5804032694947794e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,syringic acid,Organic acids,0.6764532053806044,0.0319072349577824,3.3826984774348085e-9,1.5438245063224598e-9
