,BGE,BP,BR,rgrowth,xenzyme,rGco2,rMco2,rXco2,jEX,jDE,jDEco2,jD,jED,jV,jE,dreserve,response,isolate,class,phylum,mingt,rrn,genomesize,kM,alphaenz,gV0,kE,yEV,NSB,KD,yDE,monomer,ontology,eta
2812,0.666778569,2.01E-09,9.90E-10,0.020333646,3.87E-05,0.000309649,0.000160046,5.90E-07,2.19E-06,0.001687966,0.000210996,0.001898962,3.86E-06,0.00137081,3.86E-06,0.023507976,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,5.73,3,7193102,0.000300641,0.001904107,0.255834623,1.132663739,1.268776278,5.23E-09,0.002165151,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2813,0.672828303,2.23E-09,1.06E-09,0.022129243,3.73E-05,0.000346183,0.000108615,5.84E-07,2.17E-06,0.001791985,0.000223998,0.002015983,3.94E-06,0.00143228,3.94E-06,0.024301183,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,5.32,3,6793945,0.000196846,0.00168609,0.257942124,1.187556721,1.268776278,5.71E-09,0.002160566,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2814,0.471188533,2.29E-09,2.54E-09,0.0232707,4.16E-05,0.000504872,9.91E-05,9.02E-07,1.18E-06,0.001330997,0.000166375,0.001497372,2.21E-06,0.00090792,2.21E-06,0.023282329,positive,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,2.43,10,7244804,0.00032562,0.0017874,0.295626127,1.801882877,1.762357889,8.21E-09,0.002788552,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2815,0.682847138,3.38E-09,1.48E-09,0.031698902,0.000229447,0.000425091,3.09E-05,3.08E-06,1.14E-05,0.002064044,0.000258006,0.00232205,3.57E-06,0.001756108,3.57E-06,0.024872525,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,2.9,3,5642219,5.03E-05,0.007238338,0.283840831,1.662426368,1.268776278,8.39E-09,0.002255367,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2818,0.611595552,4.24E-09,2.20E-09,0.036440655,7.77E-05,0.000506313,1.01E-05,1.08E-06,2.45E-06,0.001676112,0.000209514,0.001885626,4.02E-06,0.001486995,4.02E-06,0.050839419,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,6.24,5,4904121,1.73E-05,0.002132716,0.253618415,1.071066953,1.439874503,1.18E-08,0.002351064,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2819,0.378318175,1.09E-10,3.65E-10,0.009880564,2.43E-05,2.10E-07,5.53E-09,5.17E-10,1.92E-09,3.02E-07,3.77E-08,3.40E-07,2.40E-09,1.68E-07,2.40E-09,0.01175347,positive,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,6.09,3,6067264,8.46E-05,0.002462653,0.254229781,1.088478186,1.268776278,8.92E-10,0.001306496,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2820,0.532685729,4.64E-09,3.47E-09,0.03961275,0.00028483,0.000609084,1.35E-05,4.38E-06,6.80E-06,0.001586699,0.000198337,0.001785036,2.86E-06,0.001258282,2.86E-06,0.04337625,undefined,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,3.33,8,5264264,2.98E-05,0.007190364,0.276235383,1.552321204,1.643835616,1.47E-08,0.002845694,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2821,0.472740339,1.44E-09,1.60E-09,0.015779405,6.08E-05,0.000575348,8.69E-06,2.22E-06,3.15E-06,0.001412044,0.000176506,0.00158855,2.40E-06,0.001037882,2.40E-06,0.015918632,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,2.72,9,5236918,2.43E-05,0.003851715,0.287819287,1.713242229,1.704336196,5.28E-09,0.001683529,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2822,0.424033959,4.11E-10,5.59E-10,0.006455665,1.67E-05,7.72E-07,2.28E-10,2.00E-09,3.45E-09,2.16E-07,2.70E-08,2.43E-07,3.92E-09,5.80E-08,3.92E-09,0.006900233,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,3.6,7,4705879,1.08E-05,0.002592987,0.272466395,1.49028861,1.580239892,1.98E-09,0.001336377,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2823,0.477228827,1.65E-09,1.80E-09,0.017836253,5.32E-05,0.000568472,6.87E-06,1.70E-06,2.41E-06,0.001391074,0.000173884,0.001564958,2.28E-06,0.001048981,2.28E-06,0.016516895,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,2.24,9,5093035,1.99E-05,0.002982621,0.301987954,1.865010579,1.704336196,5.97E-09,0.001728692,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2824,0.548370031,1.85E-09,1.51E-09,0.019551326,7.14E-05,0.00057908,4.18E-06,2.12E-06,4.13E-06,0.001722123,0.000215265,0.001937388,2.82E-06,0.001429555,2.82E-06,0.016119092,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,2.25,6,4567713,8.87E-06,0.003652758,0.301622692,1.861580257,1.51268153,5.82E-09,0.001626586,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2825,0.592180596,2.19E-09,1.43E-09,0.021296449,4.28E-05,0.000508597,4.62E-07,1.02E-06,2.32E-06,0.00167099,0.000208874,0.001879864,3.65E-06,0.001558335,3.65E-06,0.026156018,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,5.26,5,3223982,7.71E-07,0.002008287,0.258279697,1.196038209,1.439874503,6.33E-09,0.001495619,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2826,0.5271094,2.79E-10,2.59E-10,0.005530803,1.51E-05,2.50E-07,3.52E-10,6.82E-10,2.54E-09,1.80E-07,2.25E-08,2.02E-07,2.29E-09,7.31E-08,2.29E-09,0.004945685,undefined,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,3.88,3,4829548,1.31E-05,0.002732841,0.269155142,1.430956861,1.268776278,1.29E-09,0.001286129,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2827,0.487036361,3.24E-10,3.47E-10,0.005706665,1.37E-05,1.15E-06,8.13E-09,2.77E-09,7.70E-09,5.54E-07,6.92E-08,6.23E-07,9.18E-09,1.90E-07,9.18E-09,0.006186194,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,4.7,4,6306952,0.000113467,0.002408548,0.261873106,1.281439027,1.359773371,1.49E-09,0.001406917,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2828,0.381145552,1.51E-10,4.59E-10,0.009399317,2.62E-05,3.22E-07,5.28E-09,8.99E-10,2.50E-09,3.44E-07,4.30E-08,3.87E-07,2.65E-09,1.63E-07,2.65E-09,0.010561736,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,5.01,4,6069513,8.51E-05,0.002789973,0.259778595,1.232718085,1.359773371,1.07E-09,0.001332391,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2830,0.529775342,1.33E-09,1.18E-09,0.015192881,4.69E-05,0.0005884,8.78E-07,1.82E-06,3.54E-06,0.001745265,0.000218158,0.001963423,2.81E-06,0.000796841,2.81E-06,0.011494297,undefined,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,1.82,6,4034872,3.58E-06,0.003085924,0.321573906,2.021099712,1.51268153,4.49E-09,0.0014643,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2832,0.44914409,7.63E-10,9.36E-10,0.009528964,1.62E-05,9.96E-06,4.26E-08,1.69E-08,2.62E-08,2.01E-06,2.52E-07,2.27E-06,6.24E-08,3.34E-07,6.24E-08,0.012054335,positive,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,4.36,8,7485871,0.000341132,0.001696574,0.264536854,1.339486862,1.643835616,3.12E-09,0.001709699,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2833,0.477218574,7.80E-10,8.54E-10,0.00972957,1.35E-05,7.02E-06,1.35E-08,9.72E-09,1.67E-08,1.48E-06,1.85E-07,1.66E-06,4.30E-08,2.58E-07,4.30E-08,0.010855426,positive,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,3.83,7,6657122,0.000142938,0.001384077,0.269708105,1.441204817,1.580239892,3.02E-09,0.001603567,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2834,0.378825354,5.79E-10,9.50E-10,0.007765956,2.27E-05,1.66E-06,2.01E-10,4.85E-09,5.56E-09,2.86E-07,3.58E-08,3.22E-07,9.03E-09,5.00E-08,9.03E-09,0.013786034,undefined,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,6.28,12,4684622,1.03E-05,0.002923702,0.253460556,1.066517473,1.872678994,2.84E-09,0.001398873,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2836,0.311990074,1.42E-09,3.12E-09,0.016285773,0.000162858,0.000476179,3.20E-05,4.76E-06,3.37E-06,0.000889502,0.000111188,0.001000689,1.45E-06,0.000352416,1.45E-06,0.018393158,negative,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,1.43,23,7371174,0.000323379,0.01,0.352352262,2.190244495,2.41130031,7.79E-09,0.002551585,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2837,0.539243959,9.07E-09,6.71E-09,0.07618577,0.00011613,0.00095252,4.12E-05,1.45E-06,2.26E-06,0.002509137,0.000313642,0.002822779,4.53E-06,0.001633315,4.53E-06,0.053298468,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,0.96,8,6208105,0.000110284,0.001524297,0.434182184,2.431609475,1.643835616,2.84E-08,0.005783113,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2838,0.670905114,2.88E-09,1.33E-09,0.026957612,5.01E-05,0.000240668,0.000389894,4.47E-07,1.66E-06,0.001699651,0.000212456,0.001912108,4.38E-06,0.001263033,4.38E-06,0.036546965,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,7.05,3,8179139,0.000779474,0.001857236,0.250785955,0.985893885,1.268776278,7.34E-09,0.002887417,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2839,0.396245247,4.50E-10,6.87E-10,0.006582689,1.38E-05,2.65E-06,1.18E-08,5.55E-09,7.89E-09,8.17E-07,1.02E-07,9.19E-07,1.75E-08,1.80E-07,1.75E-08,0.012156764,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,7.49,9,6646877,0.000166234,0.002098048,0.249514533,0.945063193,1.704336196,2.21E-09,0.001544143,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2842,0.643234893,9.38E-10,5.20E-10,0.01098378,4.47E-05,3.26E-07,6.65E-12,1.33E-09,4.94E-09,2.46E-07,3.07E-08,2.76E-07,7.40E-09,4.45E-08,7.40E-09,0.013285345,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,6.3,3,2934896,3.83E-07,0.004072804,0.253382415,1.064257172,1.268776278,2.73E-09,0.00129639,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2843,0.679866638,2.31E-09,1.02E-09,0.022216176,4.57E-05,0.000395686,1.88E-07,8.14E-07,3.03E-06,0.001875228,0.000234403,0.002109631,4.72E-06,0.001823867,4.72E-06,0.02851576,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,6.78,3,2785891,2.60E-07,0.002055932,0.25165153,1.012740988,1.268776278,5.86E-09,0.001409178,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2844,0.467944716,1.19E-08,9.30E-09,0.091405665,0.000160696,0.001247619,5.86E-08,2.19E-06,2.37E-06,0.002586853,0.000323357,0.002910209,5.35E-06,0.002332126,5.35E-06,0.071618181,undefined,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,0.75,13,2549675,1.31E-07,0.001758056,0.518724026,2.553415178,1.925598275,4.36E-08,0.002617501,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2845,0.245965957,2.39E-10,7.61E-10,0.005120932,2.88E-05,1.95E-06,5.41E-08,1.09E-08,1.12E-08,9.74E-07,1.22E-07,1.10E-06,8.15E-09,2.57E-07,8.15E-09,0.007713007,positive,Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,4.04,14,8015544,0.000569173,0.005623291,0.267484565,1.399116158,1.977331951,1.98E-09,0.001557819,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2846,0.463559976,2.91E-09,3.16E-09,0.027041835,5.69E-05,0.000521828,5.96E-05,1.10E-06,1.26E-06,0.001212515,0.000151564,0.001364079,3.47E-06,0.000910218,3.47E-06,0.059981672,positive,Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,8.33,12,6632341,0.000163299,0.002102646,0.247473855,0.875808688,1.872678994,1.08E-08,0.002945866,0.111111111,trans-cinnamic acid,Organic acids,0.096675261
2848,0.385846373,4.89E-09,6.81E-09,0.042229225,0.000138854,0.000834816,7.94E-06,2.74E-06,2.16E-06,0.001518648,0.000172317,0.001690966,2.51E-06,0.000944628,2.51E-06,0.043640597,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,3.11E-05,0.00328811,0.366392402,2.247728614,2.270981174,1.91E-08,0.003528756,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2849,0.286081472,1.62E-10,4.64E-10,0.005185934,1.20E-05,2.80E-07,6.03E-10,6.46E-10,1.00E-09,1.95E-07,2.21E-08,2.17E-07,1.23E-09,7.84E-08,1.23E-09,0.005066771,undefined,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,2.78,8,5177578,2.23E-05,0.002308658,0.286429607,1.695966091,1.643835616,1.24E-09,0.001438624,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2850,0.681015292,2.29E-09,1.05E-09,0.022633482,3.31E-05,0.00035006,0.000140316,5.13E-07,1.91E-06,0.001848983,0.0002098,0.002058783,4.37E-06,0.001506348,4.37E-06,0.027205746,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,6.09,3,6972827,0.000238226,0.001464266,0.254229781,1.088478186,1.268776278,5.22E-09,0.002345241,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2851,0.674357681,2.01E-09,9.56E-10,0.020329524,3.87E-05,0.000320363,0.000167013,6.10E-07,2.27E-06,0.001743728,0.000197857,0.001941585,3.99E-06,0.001430148,3.99E-06,0.023503177,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,5.73,3,7193102,0.000300641,0.001904107,0.255834623,1.132663739,1.268776278,4.66E-09,0.002284019,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2852,0.680418995,2.23E-09,1.02E-09,0.022119559,3.73E-05,0.000354142,0.000108758,5.97E-07,2.22E-06,0.001831483,0.000207814,0.002039297,4.03E-06,0.001434156,4.03E-06,0.024290402,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,5.32,3,6793945,0.000196846,0.00168609,0.257942124,1.187556721,1.268776278,5.09E-09,0.002279486,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2853,0.476407446,2.29E-09,2.49E-09,0.023252454,4.16E-05,0.000501195,8.92E-05,8.96E-07,1.18E-06,0.001293043,0.000146719,0.001439761,2.15E-06,0.000817176,2.15E-06,0.023263981,positive,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,2.43,10,7244804,0.00032562,0.0017874,0.295626127,1.801882877,1.762357889,7.32E-09,0.002900451,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2854,0.690416401,3.38E-09,1.45E-09,0.03195704,0.000231316,0.000438407,3.21E-05,3.17E-06,1.18E-05,0.002128285,0.000241492,0.002369777,3.68E-06,0.00182101,3.68E-06,0.025078713,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,2.9,3,5642219,5.03E-05,0.007238338,0.283840831,1.662426368,1.268776278,7.48E-09,0.002373227,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2857,0.618200144,4.24E-09,2.25E-09,0.036999096,7.89E-05,0.000518017,1.01E-05,1.10E-06,2.51E-06,0.001714752,0.000194569,0.001909321,4.11E-06,0.001488634,4.11E-06,0.051645568,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,6.24,5,4904121,1.73E-05,0.002132716,0.253618415,1.071066953,1.439874503,1.05E-08,0.002467854,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2858,0.386150071,1.09E-10,3.59E-10,0.009880194,2.43E-05,2.10E-07,5.53E-09,5.17E-10,1.92E-09,3.02E-07,3.43E-08,3.36E-07,2.40E-09,1.68E-07,2.40E-09,0.011753028,positive,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,6.09,3,6067264,8.46E-05,0.002462653,0.254229781,1.088478186,1.268776278,7.95E-10,0.001434964,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2859,0.538421007,4.64E-09,3.51E-09,0.040286243,0.000289673,0.000624239,1.38E-05,4.49E-06,6.97E-06,0.001625993,0.000184498,0.001810491,2.93E-06,0.00128778,2.93E-06,0.044132938,undefined,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,3.33,8,5264264,2.98E-05,0.007190364,0.276235383,1.552321204,1.643835616,1.31E-08,0.002956954,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2860,0.478169477,1.44E-09,1.56E-09,0.015774564,6.08E-05,0.000566284,8.82E-06,2.18E-06,3.10E-06,0.001389679,0.000157684,0.001547362,2.36E-06,0.001054244,2.36E-06,0.015913707,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,2.72,9,5236918,2.43E-05,0.003851715,0.287819287,1.713242229,1.704336196,4.71E-09,0.001807782,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2861,0.429826853,4.11E-10,5.45E-10,0.006455007,1.67E-05,7.76E-07,2.28E-10,2.01E-09,3.47E-09,2.16E-07,2.45E-08,2.40E-07,3.94E-09,5.80E-08,3.94E-09,0.006899527,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,3.6,7,4705879,1.08E-05,0.002592987,0.272466395,1.49028861,1.580239892,1.77E-09,0.001464511,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2862,0.482665818,1.65E-09,1.76E-09,0.01779896,5.31E-05,0.000576436,7.51E-06,1.72E-06,2.44E-06,0.001410468,0.000160043,0.001570511,2.31E-06,0.001146302,2.31E-06,0.01648205,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,2.24,9,5093035,1.99E-05,0.002982621,0.301987954,1.865010579,1.704336196,5.32E-09,0.00185244,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2863,0.554637829,1.85E-09,1.47E-09,0.019398749,7.09E-05,0.000577621,4.02E-06,2.11E-06,4.12E-06,0.001717745,0.000194908,0.001912653,2.82E-06,0.0013777,2.82E-06,0.015992013,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,2.25,6,4567713,8.87E-06,0.003652758,0.301622692,1.861580257,1.51268153,5.19E-09,0.001751476,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2864,0.598806256,2.19E-09,1.40E-09,0.021382714,4.29E-05,0.00051781,4.57E-07,1.04E-06,2.36E-06,0.001701278,0.00019304,0.001894319,3.72E-06,0.001540436,3.72E-06,0.026263909,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,5.26,5,3223982,7.71E-07,0.002008287,0.258279697,1.196038209,1.439874503,5.64E-09,0.001621973,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2865,0.535735785,2.79E-10,2.51E-10,0.005530266,1.51E-05,2.50E-07,3.52E-10,6.83E-10,2.54E-09,1.80E-07,2.04E-08,2.00E-07,2.30E-09,7.31E-08,2.30E-09,0.004945203,undefined,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,3.88,3,4829548,1.31E-05,0.002732841,0.269155142,1.430956861,1.268776278,1.15E-09,0.001414824,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2866,0.49433702,3.24E-10,3.37E-10,0.005706092,1.37E-05,1.15E-06,8.13E-09,2.78E-09,7.73E-09,5.54E-07,6.28E-08,6.17E-07,9.22E-09,1.90E-07,9.22E-09,0.006185578,positive,Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,4.7,4,6306952,0.000113467,0.002408548,0.261873106,1.281439027,1.359773371,1.33E-09,0.001534263,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2867,0.388020149,1.51E-10,4.52E-10,0.009398864,2.62E-05,3.22E-07,5.28E-09,8.99E-10,2.50E-09,3.44E-07,3.90E-08,3.83E-07,2.65E-09,1.63E-07,2.65E-09,0.010561228,positive,Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,5.01,4,6069513,8.51E-05,0.002789973,0.259778595,1.232718085,1.359773371,9.53E-10,0.00146057,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2869,0.536067824,1.33E-09,1.15E-09,0.015193637,4.69E-05,0.000598126,6.92E-07,1.85E-06,3.60E-06,0.001778963,0.000201855,0.001980817,2.86E-06,0.000627745,2.86E-06,0.011494873,undefined,Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,1.82,6,4034872,3.58E-06,0.003085924,0.321573906,2.021099712,1.51268153,4.00E-09,0.001591003,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2871,0.454615989,7.63E-10,9.15E-10,0.009528007,1.62E-05,9.96E-06,4.26E-08,1.69E-08,2.62E-08,2.01E-06,2.29E-07,2.24E-06,6.27E-08,3.34E-07,6.27E-08,0.012053141,positive,Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,4.36,8,7485871,0.000341132,0.001696574,0.264536854,1.339486862,1.643835616,2.78E-09,0.001833659,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2872,0.483086193,7.79E-10,8.34E-10,0.009728595,1.35E-05,7.04E-06,1.35E-08,9.74E-09,1.68E-08,1.48E-06,1.68E-07,1.65E-06,4.31E-08,2.58E-07,4.31E-08,0.010854341,positive,Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,3.83,7,6657122,0.000142938,0.001384077,0.269708105,1.441204817,1.580239892,2.69E-09,0.001728714,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2873,0.38348547,5.79E-10,9.31E-10,0.007765171,2.27E-05,1.67E-06,2.01E-10,4.87E-09,5.58E-09,2.86E-07,3.25E-08,3.19E-07,9.06E-09,5.00E-08,9.06E-09,0.01378463,undefined,Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,6.28,12,4684622,1.03E-05,0.002923702,0.253460556,1.066517473,1.872678994,2.53E-09,0.001526309,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2875,0.315513624,1.42E-09,3.07E-09,0.016277178,0.000162772,0.000497806,4.26E-05,4.98E-06,3.53E-06,0.000912779,0.000103571,0.00101635,1.49E-06,0.000469035,1.49E-06,0.018383457,negative,Paenibacillus sp. URHA0014,Bacilli,Firmicutes,1.43,23,7371174,0.000323379,0.01,0.352352262,2.190244495,2.41130031,6.94E-09,0.002666133,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2876,0.544995905,9.07E-09,6.58E-09,0.07620946,0.000116166,0.000972889,4.17E-05,1.48E-06,2.30E-06,0.00256206,0.000290711,0.002852771,4.63E-06,0.001656637,4.63E-06,0.053315565,positive,Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,0.96,8,6208105,0.000110284,0.001524297,0.434182184,2.431609475,1.643835616,2.53E-08,0.005861534,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2877,0.67832071,2.88E-09,1.30E-09,0.02713024,5.04E-05,0.000251127,0.000405673,4.66E-07,1.74E-06,0.001736249,0.000197008,0.001933257,4.47E-06,0.00131389,4.47E-06,0.03678238,positive,Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,7.05,3,8179139,0.000779474,0.001857236,0.250785955,0.985893885,1.268776278,6.54E-09,0.002998211,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2878,0.401367362,4.50E-10,6.73E-10,0.006582023,1.38E-05,2.66E-06,1.18E-08,5.58E-09,7.92E-09,8.17E-07,9.27E-08,9.10E-07,1.76E-08,1.80E-07,1.76E-08,0.012155545,undefined,Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,7.49,9,6646877,0.000166234,0.002098048,0.249514533,0.945063193,1.704336196,1.97E-09,0.001669955,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2881,0.65123372,9.38E-10,5.02E-10,0.010982662,4.47E-05,3.27E-07,6.66E-12,1.33E-09,4.95E-09,2.46E-07,2.79E-08,2.74E-07,7.43E-09,4.46E-08,7.43E-09,0.013283979,positive,Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,6.3,3,2934896,3.83E-07,0.004072804,0.253382415,1.064257172,1.268776278,2.43E-09,0.001424971,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2882,0.687509537,2.31E-09,9.66E-10,0.021965613,4.52E-05,0.000402602,1.94E-07,8.28E-07,3.08E-06,0.001908037,0.0002165,0.002124537,4.80E-06,0.001889463,4.80E-06,0.028187022,positive,Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,6.78,3,2785891,2.60E-07,0.002055932,0.25165153,1.012740988,1.268776278,5.22E-09,0.001536498,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2883,0.472907495,1.19E-08,8.92E-09,0.088907479,0.000156304,0.001266175,5.51E-08,2.23E-06,2.40E-06,0.002637173,0.000299234,0.002936406,5.43E-06,0.002194644,5.43E-06,0.069590924,undefined,Staphylococcus sp. URHA0057,Bacilli,Firmicutes,0.75,13,2549675,1.31E-07,0.001758056,0.518724026,2.553415178,1.925598275,3.89E-08,0.002731312,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2884,0.249296829,2.39E-10,7.48E-10,0.005120404,2.88E-05,1.95E-06,5.41E-08,1.10E-08,1.12E-08,9.74E-07,1.11E-07,1.08E-06,8.17E-09,2.57E-07,8.17E-09,0.007712252,positive,Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,4.04,14,8015544,0.000569173,0.005623291,0.267484565,1.399116158,1.977331951,1.76E-09,0.001683477,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2885,0.468576975,2.91E-09,3.10E-09,0.027052213,5.69E-05,0.000531668,5.93E-05,1.12E-06,1.28E-06,0.001234402,0.000140065,0.001374466,3.53E-06,0.000905505,3.53E-06,0.060005351,positive,Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,8.33,12,6632341,0.000163299,0.002102646,0.247473855,0.875808688,1.872678994,9.61E-09,0.003056007,0.101904762,trans-ferulic acid,Organic acids,0.062340966
2887,0.36324365,4.88E-09,7.57E-09,0.042656377,0.000140259,0.000735204,6.23E-06,2.42E-06,1.90E-06,0.001331953,0.000240335,0.001572288,2.20E-06,0.000741881,2.20E-06,0.044089912,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,3.11E-05,0.00328811,0.366392402,2.247728614,2.270981174,2.89E-08,0.004083565,0.152857143,trigonelline,Organic acids,0.05911565
