isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,tryptophan,Amino acids,0.7138507870576576,0.05700183521029015,6.893695503629316e-9,2.1929716304868245e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,tryptophan,Amino acids,0.6278502437902824,0.16110849847873238,2.3451425062435628e-8,8.209162537298859e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,tryptophan,Amino acids,0.5257033594621672,0.062269320825616425,8.39148019298612e-9,5.378735797775453e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,tryptophan,Amino acids,0.5534246835287138,0.05174521048648998,6.21327687139238e-9,4.259667952908864e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,tryptophan,Amino acids,0.5818985778014683,0.0664890505262932,8.233976580082735e-9,4.735859179991159e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,tryptophan,Amino acids,0.48393907600538366,0.03756637875379422,4.317410437972573e-9,4.016577386312065e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,tryptophan,Amino acids,0.6385451292345601,0.06498906734542342,8.440019493355152e-9,3.0843014074931924e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,tryptophan,Amino acids,0.38628159974108,0.07217042904971849,9.833577368569795e-9,1.1898476122669496e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,tryptophan,Amino acids,0.6233411994882219,0.2702457924237501,5.6153980663869684e-8,1.598618954498019e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,tryptophan,Amino acids,0.7089524495509733,0.049862210959147155,6.035556994578449e-9,1.951982827874925e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,tryptophan,Amino acids,0.549781716778708,0.05976671460312055,7.53607923812685e-9,4.678321419834478e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,tryptophan,Amino acids,0.7115421467001339,0.04634303492844976,5.511593244131226e-9,1.7540226919961079e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,tryptophan,Amino acids,0.7130275624711807,0.053398939209177,6.4150934691658665e-9,2.028970828458407e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,tryptophan,Amino acids,0.6983379169424135,0.025279584659414808,2.7249286532731227e-9,1.0631532244576303e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,tryptophan,Amino acids,0.7086814678868518,0.03625872330921749,4.181311438370014e-9,1.3301655362989443e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,tryptophan,Amino acids,0.5774137331662796,0.45748822288045127,7.038500886771583e-8,3.173004548337589e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,tryptophan,Amino acids,0.47265805783114856,0.06181603694763588,8.55146536081583e-9,6.810840036649143e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,tryptophan,Amino acids,0.485361180138461,0.03580181453768763,4.1041890107932625e-9,3.852912216456405e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,uracil,Nucleotides,NaN,0.01191402783618196,NaN,6.375238116353269e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,uracil,Nucleotides,0.24104300446263618,0.041373516604416835,4.4985760004727585e-9,1.3212861449153358e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,uracil,Nucleotides,0.28166118910950544,0.010862398361299992,8.869017564162066e-10,2.2619609652287026e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,uracil,Nucleotides,NaN,0.005395298944656107,NaN,3.614484265114268e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,uracil,Nucleotides,NaN,0.014039266979999885,NaN,6.500128363983199e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,uracil,Nucleotides,NaN,0.002659210689692711,NaN,1.5365664261553446e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,uracil,Nucleotides,0.24384231860775132,0.009563905664899217,7.319181208574855e-10,2.269751713471088e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,uracil,Nucleotides,0.40973502369903403,0.018983842874581772,1.811600188583785e-9,2.588155318833767e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,uracil,Nucleotides,0.27721343947208327,0.010535886268397876,8.431587395758522e-10,2.1984028909258554e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,uracil,Nucleotides,0.2869623119599582,0.007118166960826272,4.850181904170262e-10,1.205253138038194e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,uracil,Nucleotides,NaN,0.011335513415503087,NaN,8.218717136199312e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,uracil,Nucleotides,NaN,0.002044535320645644,NaN,1.1327571161284698e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,uracil,Nucleotides,0.26901264000869285,0.009093282049659639,7.013725604824604e-10,1.9058562586220265e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,uracil,Nucleotides,0.26302130610755836,0.009919281395871506,7.80308388072926e-10,2.1864282276056294e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,uracil,Nucleotides,0.30911638314021606,0.012831195273484159,1.1220401057265925e-9,2.50763416764365e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,uracil,Nucleotides,0.2964922200793666,0.01783609205463174,1.6509197834220238e-9,3.907712336890187e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,uracil,Nucleotides,0.29573348347405326,0.00986858742787647,7.591124177674486e-10,1.8077750764278765e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,uracil,Nucleotides,NaN,0.00033020399981925744,NaN,1.6287760212084284e-11
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,uracil,Nucleotides,0.28140848233222593,0.005258474322635304,2.7909080547723755e-10,7.135127581421465e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,uracil,Nucleotides,NaN,0.01459287180641398,NaN,8.820376284014664e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,uracil,Nucleotides,NaN,0.011314785727744518,NaN,6.609218414649665e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,uracil,Nucleotides,NaN,0.015483138538467407,NaN,6.961663662078123e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,uracil,Nucleotides,0.3325716198755854,0.017638495176763427,1.609365184617652e-9,3.217575538417893e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,uracil,Nucleotides,NaN,0.00811755903517123,NaN,1.0376775773266654e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,uracil,Nucleotides,0.2631360607569426,0.008643769257043216,6.644760140963133e-10,1.8607918858275048e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,uracil,Nucleotides,0.3029346862371103,0.011880757443341869,1.0192768041079014e-9,2.3453166299887454e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,uracil,Nucleotides,0.13045845836330883,0.00437849726715213,1.479891388612108e-10,1.0324295526522403e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,uracil,Nucleotides,0.29600165791260713,0.007299684927732817,5.185413680009354e-10,1.2333763403316791e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,uracil,Nucleotides,0.09152876979828573,0.005477884591641708,2.011313834372685e-10,2.0128594153092597e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,uracil,Nucleotides,0.3402588928505745,0.06842462481311166,7.749281674619238e-9,1.3743946817467298e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,uracil,Nucleotides,NaN,0.002292655402888675,NaN,1.991194770455999e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,uracil,Nucleotides,NaN,0.0031560627431796193,NaN,3.328838194416944e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,uracil,Nucleotides,NaN,0.013661843667712874,NaN,6.51743091991602e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,uracil,Nucleotides,NaN,0.002598770779327846,NaN,1.7509885501177343e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,uracil,Nucleotides,0.30503614603986856,0.005653653733628935,3.292414914447847e-10,7.539664082932238e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,uracil,Nucleotides,NaN,0.0016866067947379942,NaN,5.0424158854124775e-11
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,uracil,Nucleotides,0.2946717520346127,0.06648382325520402,9.853229149098054e-9,9.350990162956565e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,uracil,Nucleotides,0.14225572359284436,0.004989784805142089,2.382884305488508e-10,1.452062739775549e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,uracil,Nucleotides,NaN,0.009142074405519984,NaN,1.1880868107810002e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,uridine,Nucleotides,NaN,0.011913155165033702,NaN,4.303431512948598e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,uridine,Nucleotides,0.3655645630978755,0.04078841888122228,4.512875217119069e-9,7.179896422619924e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,uridine,Nucleotides,0.44513849052910226,0.010864483871391028,8.871468867645549e-10,1.1058239778771745e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,uridine,Nucleotides,NaN,0.012949761928753741,NaN,4.448454203903068e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,uridine,Nucleotides,NaN,0.014039787508395187,NaN,4.906989266746696e-10
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,uridine,Nucleotides,NaN,0.0026591363411182676,NaN,1.1297620332398953e-10
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,uridine,Nucleotides,0.3871122134086256,0.009570578789638549,7.326759155328312e-10,1.1600071727007116e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,uridine,Nucleotides,0.6382767475661588,0.019071275516714028,1.8131832722769919e-9,1.023174798847538e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,uridine,Nucleotides,0.43976693992226146,0.010536337713943387,8.432115581516975e-10,1.0741954259602587e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,uridine,Nucleotides,0.473580614918858,0.007123592452955027,4.84955866410459e-10,5.39444582266943e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,uridine,Nucleotides,NaN,0.011328448500834847,NaN,6.100528847260703e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,uridine,Nucleotides,NaN,0.006720044763560968,NaN,2.180696706710988e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,uridine,Nucleotides,0.4293952451001301,0.009095170929224428,7.015838748196374e-10,9.323105900116856e-10
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,uridine,Nucleotides,0.41729775623148424,0.009921044287209569,7.805107616441452e-10,1.0898849526241936e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,uridine,Nucleotides,0.4839911748568395,0.012835787876315658,1.1224156047780014e-9,1.1966791882596667e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,uridine,Nucleotides,0.4586426913129343,0.017818704446021235,1.6520494629296462e-9,1.942275135423972e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,uridine,Nucleotides,0.47500567397566185,0.009869049021273148,7.591578356912565e-10,8.390549271789034e-10
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,uridine,Nucleotides,NaN,0.00033020399981925744,NaN,1.6287760212084284e-11
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,uridine,Nucleotides,0.4981524144643311,0.0055296490363267135,2.7901042096678467e-10,2.8998028026997197e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,uridine,Nucleotides,NaN,0.0145896883068059,NaN,6.543718910978226e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,uridine,Nucleotides,NaN,0.01131270825512727,NaN,5.032538789619733e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,uridine,Nucleotides,NaN,0.015481996810393864,NaN,5.317788724676133e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,uridine,Nucleotides,0.5181574225070444,0.01764222771084048,1.6098299924445968e-9,1.491363198824188e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,uridine,Nucleotides,NaN,0.008113149933915997,NaN,7.882721396291403e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,uridine,Nucleotides,0.4192732816696637,0.008647524581576315,6.649072172575416e-10,9.209609060606413e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,uridine,Nucleotides,0.4756441823716379,0.011889043780474715,1.0200644147161317e-9,1.1245657238382638e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,uridine,Nucleotides,0.2237204709483679,0.0068503542373229195,1.479303608162483e-10,7.943714477538364e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,uridine,Nucleotides,0.48458065246500204,0.007299189816126573,5.184865520009514e-10,5.515825353176736e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,uridine,Nucleotides,0.15110590258862713,0.006185159234436294,2.013713883395018e-10,1.258070172896066e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,uridine,Nucleotides,0.5158310781756807,0.06777008715199628,7.802849725703996e-9,6.575470563357908e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,uridine,Nucleotides,NaN,0.002292376497615762,NaN,1.647850006728151e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,uridine,Nucleotides,NaN,0.0031557410815025574,NaN,2.8009205146899485e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,uridine,Nucleotides,NaN,0.013661292803899628,NaN,4.709019640173191e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,uridine,Nucleotides,NaN,0.007781116416059713,NaN,2.6365813323863103e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,uridine,Nucleotides,0.527364213599277,0.00565239403754826,3.2911346276753335e-10,2.988838844363101e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,uridine,Nucleotides,NaN,0.0016866067947379942,NaN,5.0424158854124775e-11
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,uridine,Nucleotides,0.4457100675131682,0.07794863048427307,9.868778591096662e-9,8.732657135520111e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,uridine,Nucleotides,0.2345480774401545,0.005119570441559825,2.3844482876740355e-10,8.073780862287163e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,uridine,Nucleotides,NaN,0.014009330197825642,NaN,1.4078988959281914e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,valine ,Amino acids,0.632232945487476,0.05968237845773691,7.901152463434324e-9,2.5098300171390866e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,valine ,Amino acids,0.4066732981524782,0.13357863952670174,3.211865773723044e-8,1.7017847288281746e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,valine ,Amino acids,0.507469611576234,0.10123645513204463,1.5633651163350996e-8,7.242790756978017e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,valine ,Amino acids,0.6307042103652059,0.059654246038358984,7.457711104976794e-9,3.0977576424166397e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,valine ,Amino acids,0.6308614960134328,0.06137811754911056,7.882081598461386e-9,2.9863803736493368e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,valine ,Amino acids,0.6345381566009066,0.07170177354606744,9.43413915703937e-9,3.1183429944520644e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,valine ,Amino acids,0.4718794544970898,0.0971339289098552,1.4083097712125524e-8,1.0395905576256329e-8
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,valine ,Amino acids,0.6258606160317903,0.058256478170203414,7.421270141490386e-9,3.052673827270221e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,valine ,Amino acids,0.49889489201404646,0.08293268054184663,1.2328195152870328e-8,5.985465121050598e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,valine ,Amino acids,0.5596567236652896,0.06513550868260581,8.890755971137678e-9,3.571466971492193e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,valine ,Amino acids,0.557114619942166,0.049419524338914465,6.177616566585366e-9,3.2498832466898285e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,valine ,Amino acids,0.6279901170198662,0.05002529939912037,6.232354363071641e-9,2.481239925999726e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,valine ,Amino acids,0.49152629478637255,0.05902724944807872,8.375877447533364e-9,5.0140836976178394e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,valine ,Amino acids,0.48590865317504883,0.08409915221132062,1.3236445707995955e-8,6.68393875752785e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,valine ,Amino acids,0.5189394687993836,0.07973554706376912,1.1068794905299272e-8,5.50838473311534e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,valine ,Amino acids,0.48891346869346436,0.09868556752286438,1.5728440158705855e-8,7.769539685020937e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,valine ,Amino acids,0.549716277470284,0.12180560929921942,1.9504504529885007e-8,6.6118584066529205e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,valine ,Amino acids,0.5631475635966539,0.06613132957752259,8.548155162010402e-9,3.3349406792118166e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,valine ,Amino acids,0.6284709134220683,0.05680137801851194,7.2998162620199924e-9,2.4343845060884056e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,valine ,Amino acids,0.5904644724323556,0.05991424976459135,7.895890856775335e-9,3.4778489824269127e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,valine ,Amino acids,0.5892015324308905,0.0554133846458405,7.2251969879748065e-9,3.2031724744421368e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,valine ,Amino acids,0.6272210077087992,0.056165705255034955,6.874957809244984e-9,3.166376541864049e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,valine ,Amino acids,0.5529470123602755,0.13986139805742215,2.3377334265935783e-8,7.359608653088973e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,valine ,Amino acids,0.4624046612645031,0.060015594856964116,8.360234452014598e-9,6.37224400502758e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,valine ,Amino acids,0.4865102070561128,0.05100178462955758,6.198171111661816e-9,5.421510639159618e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,valine ,Amino acids,0.5118629795988173,0.06422122494489631,8.213576580223876e-9,5.812432690267629e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,valine ,Amino acids,0.4251698720893972,0.03692158481264617,4.313980502691392e-9,4.822232391496233e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,valine ,Amino acids,0.5616143246814111,0.06225884858028133,8.43013973754402e-9,3.2361711761037724e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,valine ,Amino acids,0.33976794156682244,0.07710267814809434,9.775490849334442e-9,1.5777823730509127e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,valine ,Amino acids,0.54776869380359,0.1910377765169267,5.4869169846781965e-8,1.2407195058838594e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,valine ,Amino acids,0.6226930514557817,0.04976141903805006,6.016684656310934e-9,2.7685358513462736e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,valine ,Amino acids,0.4835781102821705,0.0566195565228828,7.510232786460222e-9,5.261084495600603e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,valine ,Amino acids,0.6246653776982214,0.04557238735772727,5.504945912332712e-9,2.458140830612651e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,valine ,Amino acids,0.62632124199241,0.05152201900739422,6.4062293938417445e-9,2.690193176808522e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,valine ,Amino acids,0.6104962881911993,0.02489285809826433,2.724884927502187e-9,1.4590687617538957e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,valine ,Amino acids,0.6214747652612812,0.036034848886565385,4.180738555900004e-9,1.7253409710194773e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,valine ,Amino acids,0.508499146382411,0.3682994136353984,7.001533935993569e-8,2.7081306371356576e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,valine ,Amino acids,0.41583302636986225,0.06404821568366799,8.512014527323926e-9,8.982972035208997e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,valine ,Amino acids,0.4263403267625857,0.035578521600918206,4.096475447495875e-9,4.821474939149419e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,vanillic acid,Organic acids,NaN,0.010683330094976365,NaN,3.6264243793415914e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,vanillic acid,Organic acids,0.37170721911272814,0.0430419203732605,4.884336805383839e-9,7.3905576250608026e-9
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,vanillic acid,Organic acids,0.2704748728999066,0.005186116168455519,1.6231456681331923e-10,4.9679491034015e-10
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,vanillic acid,Organic acids,0.654861051692988,0.022621232700118198,2.291753723397208e-9,1.1783641934666803e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,vanillic acid,Organic acids,0.6481863867770661,0.020338160207594873,2.0110139365284705e-9,1.07510897976647e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,vanillic acid,Organic acids,0.6542039483948867,0.022198466524524584,2.2325925172018876e-9,1.1551050860583903e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,vanillic acid,Organic acids,0.4583625821553312,0.02319784113372759,2.2893486621329985e-9,2.6655486298415813e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,vanillic acid,Organic acids,0.6642686943903702,0.03176683196499141,3.3826592459295143e-9,1.6208095154439014e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,vanillic acid,Organic acids,NaN,0.009418968596197314,NaN,7.461261114830145e-10
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,vanillic acid,Organic acids,NaN,0.005487884056175891,NaN,3.137177390695563e-10
